% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.523086186e+07 +4.523086186e+07 +4.523024075e+07 +4.523024075e+07 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 +4.151884188e+07 +4.151884188e+07 +4.151822077e+07 +4.151822077e+07 +5.3037e-02 +1.4411e-01 -1.1070e-01 -2.0132e-02 +1.3802e-02 +7.9800e-02 -7.9023e-02 +2.5656e-01 +3.6322e-01 -2.0168e-01
18 +3.998571429e+07 +3.998571429e+07 +3.998509318e+07 +3.998509318e+07 -1.8215e-01 +2.4541e-01 +9.6290e-02 -3.1290e-01 -5.5858e-02 +5.3320e-01 -1.7900e-01 -1.2956e-01 +1.8125e-01 -3.3504e-01
26 +3.627185407e+07 +3.627185407e+07 +3.627123296e+07 +3.627123296e+07 +4.8111e-01 +4.2604e-01 -1.4655e-01 -4.0006e-01 +9.4641e-02 +2.8877e-01 -2.5456e-01 -6.3080e-02 +5.1965e-01 -4.8530e-01
29 +3.510307557e+07 +3.510307557e+07 +3.510245446e+07 +3.510245446e+07 -1.5916e-01 +5.3787e-01 +5.1830e-02 -1.1976e-01 +7.9843e-02 +3.7067e-01 -1.8492e-01 -2.3516e-01 +3.7272e-01 +1.1908e-01
34 +3.435293897e+07 +3.435293897e+07 +3.435231786e+07 +3.435231786e+07 +9.2228e-02 +3.0406e-01 +8.7562e-02 -5.2954e-01 +1.4777e-01 +2.6661e-01 +9.4342e-02 -1.2015e-01 +3.0486e-01 -8.6291e-02
35 +3.247034545e+07 +3.247034545e+07 +3.246972434e+07 +3.246972434e+07 -4.8756e-01 +4.7561e-01 +3.0965e-02 -6.0479e-01 +1.4278e-01 +4.9590e-01 +7.1480e-02 -3.0617e-01 +3.5272e-01 -1.5259e-01
39 +3.216463539e+07 +3.216463539e+07 +3.216401428e+07 +3.216401428e+07 +7.2964e-02 +4.4585e-01 +3.2703e-02 -6.1757e-01 -1.0906e-01 +5.0449e-01 -1.1211e-01 -4.3646e-01 +6.2530e-01 -3.9763e-02
46 +3.120591417e+07 +3.120591417e+07 +3.120529306e+07 +3.120529306e+07 -6.7679e-01 +6.3961e-01 -5.5766e-02 -1.0346e+00 +1.1821e-01 +7.0932e-01 -2.3701e-01 -5.0714e-01 +4.7734e-01 -2.6289e-01
48 +2.925684831e+07 +2.925684831e+07 +2.925622720e+07 +2.925622720e+07 -1.3015e-01 +4.6535e-01 +2.4676e-01 -8.8813e-01 +7.9801e-02 +2.7054e-01 +8.9763e-02 -4.4329e-01 +4.5975e-01 -4.6591e-02
50 +2.858812749e+07 +2.858812749e+07 +2.858750638e+07 +2.858750638e+07 -2.3445e-02 +6.2828e-01 +3.9971e-01 -8.0031e-01 +2.7236e-02 +3.4465e-01 +1.7106e-01 -4.8555e-01 +4.0157e-01 +2.7062e-01
57 +2.802466908e+07 +2.802466908e+07 +2.802404797e+07 +2.802404797e+07 +6.6991e-03 +7.5085e-01 +1.1524e-02 -9.3637e-01 -1.6462e-02 +6.5101e-01 -1.4178e-01 -6.6843e-01 +6.6017e-01 +3.5176e-01
61 +2.633798467e+07 +2.633798467e+07 +2.633736356e+07 +2.633736356e+07 +3.1633e-02 +9.2238e-01 +2.0048e-01 -9.1159e-01 -5.5964e-02 +4.8119e-01 -1.4517e-01 -8.8511e-01 +6.2351e-01 -6.5513e-02
63 +2.421424701e+07 +2.421424701e+07 +2.421362590e+07 +2.421362590e+07 +2.2394e-02 +1.0267e+00 +3.6734e-01 -1.2452e+00 -1.7462e-01 +4.7777e-01 +2.3379e-02 -2.9936e-01 +6.7177e-01 +5.0916e-01
67 +2.377859288e+07 +2.377859288e+07 +2.377797177e+07 +2.377797177e+07 +1.5169e-02 +1.1365e+00 +1.4271e-01 -1.2035e+00 -1.6855e-02 +2.4324e-01 -7.2451e-02 -5.7582e-01 +1.7733e-01 +2.7919e-01
77 +2.301533944e+07 +2.301533944e+07 +2.301471833e+07 +2.301471833e+07 -5.2517e-02 +1.1126e+00 +3.7475e-01 -9.6711e-01 -1.8980e-02 +3.6090e-01 +2.3590e-01 -1.0524e+00 +7.0172e-01 +1.3570e-01
83 +2.231078593e+07 +2.231078593e+07 +2.231016482e+07 +2.231016482e+07 -2.2260e-01 +1.0757e+00 +6.2166e-01 -1.1396e+00 +1.8054e-01 -1.7605e-01 +1.2213e-01 -1.4760e+00 +4.5777e-01 +5.2902e-01
90 +2.105331389e+07 +2.105331389e+07 +2.105269278e+07 +2.105269278e+07 +2.5032e-01 +1.5331e+00 +6.5011e-01 -1.4084e+00 -1.0890e-01 +7.6838e-02 +1.8925e-01 -1.1891e+00 +2.2653e-02 +5.1564e-01
93 +1.670997985e+07 +1.670997985e+07 +1.670935874e+07 +1.670935874e+07 +1.1735e-01 +1.5913e+00 +8.3156e-01 -2.0634e+00 -2.0426e-01 +1.2424e-01 +3.5329e-01 -1.3613e+00 +6.6392e-01 +4.2790e-01
103 +1.136436404e+07 +1.136436404e+07 +1.136374293e+07 +1.136374293e+07 -1.3761e-01 +2.4196e+00 +1.8869e-01 -1.9804e+00 -3.7447e-01 -1.4371e-01 +5.1277e-01 -1.5119e+00 +4.9306e-01 +2.6147e-01
109 +9.640713038e+06 +9.640713038e+06 +9.640091928e+06 +9.640091928e+06 -4.0688e-01 +2.6663e+00 +5.8488e-01 -1.9477e+00 +1.7005e-02 -2.4688e-01 +4.6594e-01 -1.4502e+00 +1.4316e+00 +3.7312e-01
113 +7.666527252e+06 +7.666527252e+06 +7.665906142e+06 +7.665906142e+06 -1.7393e-01 +1.8253e+00 -3.7861e-01 -3.1227e+00 -3.9823e-01 -7.0196e-01 +8.4850e-01 -1.1062e+00 +9.4285e-01 -4.3034e-01
