% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.071729850e+02 +3.071729850e+02 +1.307172985e+03 +1.307172985e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +2.632598095e+02 +2.632598095e+02 +1.263259810e+03 +1.263259810e+03 +2.7287e-01 +2.7159e-01 +2.3108e-01 -8.1763e-02 +2.2913e-01 +2.0647e-01 +1.9217e-01 +1.8056e-01 +3.2176e-01 -5.0543e-02
4 +2.359665990e+02 +2.359665990e+02 +1.235966599e+03 +1.235966599e+03 -7.2790e-02 +8.2316e-02 -3.7163e-01 +3.5468e-01 -2.9398e-01 -1.5204e-01 +1.9774e-02 +2.3893e-01 -1.8984e-02 +5.7201e-01
13 +2.056663430e+02 +2.056663430e+02 +1.205666343e+03 +1.205666343e+03 -3.0638e-01 +2.8048e-01 +3.3729e-02 +2.5186e-01 -1.8055e-01 -3.9596e-01 +1.5905e-01 +1.7649e-01 +3.6994e-02 +4.6541e-02
165 +1.767894578e+02 +1.767894578e+02 +1.176789458e+03 +1.176789458e+03 -4.6534e-01 +7.9616e-02 +2.5610e-01 -6.4449e-02 -1.2248e-02 -7.8779e-01 -3.6180e-02 -3.9043e-02 +4.9680e-02 +8.3852e-01
284 +1.706389351e+02 +1.706389351e+02 +1.170638935e+03 +1.170638935e+03 -6.3093e-01 +6.4906e-02 +5.6754e-01 -3.9879e-02 +9.3554e-02 -9.5449e-01 +9.9875e-02 +3.1495e-01 +4.0049e-02 +6.8034e-01
315 +1.628348519e+02 +1.628348519e+02 +1.162834852e+03 +1.162834852e+03 -6.9066e-01 +7.0436e-02 +7.2348e-01 +1.5655e-02 +1.7422e-01 -8.8747e-01 +3.4291e-02 +2.5241e-01 +6.9015e-02 +6.2976e-01
320 +1.586416453e+02 +1.586416453e+02 +1.158641645e+03 +1.158641645e+03 -7.0500e-01 +7.9294e-02 +5.6695e-01 +7.5401e-02 +1.6883e-01 -9.6418e-01 +1.1468e-01 +1.5874e-01 -2.7808e-02 +6.2157e-01
347 +1.577724402e+02 +1.577724402e+02 +1.157772440e+03 +1.157772440e+03 -7.1620e-01 +1.3436e-01 +6.2504e-01 +1.2031e-01 +2.6093e-01 -8.4923e-01 +9.1382e-02 +1.4109e-01 +5.0604e-03 +6.1918e-01
348 +1.506301244e+02 +1.506301244e+02 +1.150630124e+03 +1.150630124e+03 -6.8580e-01 +9.7130e-02 +5.8661e-01 +1.0414e-01 +1.5787e-01 -9.2343e-01 +8.4308e-02 +2.0078e-01 +6.6137e-03 +6.2894e-01
417 +1.442991023e+02 +1.442991023e+02 +1.144299102e+03 +1.144299102e+03 -7.7790e-01 +1.4801e-01 +6.2780e-01 +9.9417e-02 +1.6969e-01 -9.4718e-01 +2.7150e-02 +1.6232e-01 -2.0589e-02 +5.5105e-01
% function evaluation | noise-free fitness - Fopt (7.003000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.532304115e+02 +3.532304115e+02 +4.232604115e+02 +4.232604115e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
5 +3.291620687e+02 +3.291620687e+02 +3.991920687e+02 +3.991920687e+02 -2.4097e-01 -1.6162e-01 -1.9405e-01 +1.9006e-01 +2.1944e-02 -3.5305e-01 -2.1915e-01 -3.2827e-01 +3.7916e-02 +1.7171e-01
13 +3.181852633e+02 +3.181852633e+02 +3.882152633e+02 +3.882152633e+02 +1.9629e-01 +5.0894e-02 +2.2356e-02 -6.1268e-01 +1.4464e-01 -4.6622e-01 -1.3794e-01 -4.1480e-02 -1.2005e-01 -5.0686e-02
16 +2.990949489e+02 +2.990949489e+02 +3.691249489e+02 +3.691249489e+02 -3.5360e-01 -1.5986e-01 -7.6882e-02 -3.6438e-02 -1.4755e-01 +9.6316e-02 -8.3808e-02 +5.7041e-02 -5.4024e-01 +9.5533e-02
51 +2.901283147e+02 +2.901283147e+02 +3.601583147e+02 +3.601583147e+02 -1.0902e-01 +2.5847e-01 -7.9321e-01 +4.0685e-03 +1.3481e-01 -1.7383e-01 -8.8089e-02 -1.3600e-01 -3.2105e-01 +9.9383e-02
57 +2.713544159e+02 +2.713544159e+02 +3.413844159e+02 +3.413844159e+02 -2.0048e-01 +8.7341e-02 -4.6767e-01 +1.1464e-01 +2.7559e-01 -8.8261e-02 -1.9770e-01 +4.2858e-02 -5.3641e-01 +8.3353e-02
66 +2.639269140e+02 +2.639269140e+02 +3.339569140e+02 +3.339569140e+02 +9.3313e-02 +1.8062e-01 -1.1182e+00 -2.1243e-02 +3.4217e-01 -2.3052e-01 -2.6666e-01 +1.4820e-01 -2.0315e-01 +1.9294e-01
77 +2.597467028e+02 +2.597467028e+02 +3.297767028e+02 +3.297767028e+02 +1.5686e-02 +1.0382e-01 -9.9624e-01 -2.0159e-01 +3.2387e-01 -3.6626e-01 -1.8048e-01 +7.8245e-02 -3.0159e-01 -2.9136e-04
103 +2.566921898e+02 +2.566921898e+02 +3.267221898e+02 +3.267221898e+02 -4.0430e-02 +1.9117e-01 -1.2109e+00 -2.6213e-01 +2.9223e-01 -4.5232e-01 -5.2822e-01 +1.4754e-01 -1.4531e-01 -2.3186e-01
121 +2.474703568e+02 +2.474703568e+02 +3.175003568e+02 +3.175003568e+02 -5.3987e-03 +1.6240e-01 -1.7578e+00 -2.4443e-01 -4.3986e-02 -8.2633e-01 -2.7913e-01 +8.1563e-02 -1.0694e-02 -2.7997e-01
122 +2.416237586e+02 +2.416237586e+02 +3.116537586e+02 +3.116537586e+02 +3.3052e-01 +2.8561e-02 -1.3103e+00 -8.2669e-01 +8.0774e-02 -3.9243e-01 -3.4942e-01 +1.3984e-01 -3.7714e-02 -1.5544e-01
124 +2.327219236e+02 +2.327219236e+02 +3.027519236e+02 +3.027519236e+02 -4.7011e-02 +1.3517e-01 -1.6395e+00 -4.0396e-01 -5.7562e-02 -6.3450e-01 -1.1842e-01 -4.8988e-02 -6.2542e-02 -6.5208e-02
131 +1.806360305e+02 +1.806360305e+02 +2.506660305e+02 +2.506660305e+02 +4.3929e-02 +2.9185e-01 -1.7460e+00 -2.1440e-01 -9.6395e-02 -6.6273e-01 -1.9488e-02 +1.1378e-01 +3.0782e-02 -2.1449e-01
