% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.647212407e+03 +1.647212407e+03 +2.647212407e+03 +2.647212407e+03
8 +1.617116848e+03 +1.617116848e+03 +2.617116848e+03 +2.617116848e+03
20 +1.512246471e+03 +1.512246471e+03 +2.512246471e+03 +2.512246471e+03
41 +1.468100581e+03 +1.468100581e+03 +2.468100581e+03 +2.468100581e+03
49 +1.424560766e+03 +1.424560766e+03 +2.424560766e+03 +2.424560766e+03
70 +1.399534027e+03 +1.399534027e+03 +2.399534027e+03 +2.399534027e+03
83 +1.359138780e+03 +1.359138780e+03 +2.359138780e+03 +2.359138780e+03
104 +1.310821458e+03 +1.310821458e+03 +2.310821458e+03 +2.310821458e+03
116 +1.243651649e+03 +1.243651649e+03 +2.243651649e+03 +2.243651649e+03
130 +1.210890178e+03 +1.210890178e+03 +2.210890178e+03 +2.210890178e+03
131 +1.156733492e+03 +1.156733492e+03 +2.156733492e+03 +2.156733492e+03
138 +1.146241694e+03 +1.146241694e+03 +2.146241694e+03 +2.146241694e+03
162 +1.055487113e+03 +1.055487113e+03 +2.055487113e+03 +2.055487113e+03
167 +1.033677877e+03 +1.033677877e+03 +2.033677877e+03 +2.033677877e+03
181 +1.002803033e+03 +1.002803033e+03 +2.002803033e+03 +2.002803033e+03
186 +9.594815190e+02 +9.594815190e+02 +1.959481519e+03 +1.959481519e+03
202 +9.430560635e+02 +9.430560635e+02 +1.943056063e+03 +1.943056063e+03
205 +9.081121478e+02 +9.081121478e+02 +1.908112148e+03 +1.908112148e+03
250 +8.020842009e+02 +8.020842009e+02 +1.802084201e+03 +1.802084201e+03
270 +7.342821224e+02 +7.342821224e+02 +1.734282122e+03 +1.734282122e+03
373 +7.173566132e+02 +7.173566132e+02 +1.717356613e+03 +1.717356613e+03
376 +6.340737286e+02 +6.340737286e+02 +1.634073729e+03 +1.634073729e+03
436 +6.275695250e+02 +6.275695250e+02 +1.627569525e+03 +1.627569525e+03
453 +6.038071612e+02 +6.038071612e+02 +1.603807161e+03 +1.603807161e+03
500 +5.965961575e+02 +5.965961575e+02 +1.596596158e+03 +1.596596158e+03
501 +5.880334289e+02 +5.880334289e+02 +1.588033429e+03 +1.588033429e+03
513 +5.128142879e+02 +5.128142879e+02 +1.512814288e+03 +1.512814288e+03
610 +4.970507572e+02 +4.970507572e+02 +1.497050757e+03 +1.497050757e+03
968 +4.720486852e+02 +4.720486852e+02 +1.472048685e+03 +1.472048685e+03
1115 +4.404056777e+02 +4.404056777e+02 +1.440405678e+03 +1.440405678e+03
2009 +4.242058638e+02 +4.242058638e+02 +1.424205864e+03 +1.424205864e+03
2331 +3.911986748e+02 +3.911986748e+02 +1.391198675e+03 +1.391198675e+03
2364 +3.573520046e+02 +3.573520046e+02 +1.357352005e+03 +1.357352005e+03
2458 +3.397467684e+02 +3.397467684e+02 +1.339746768e+03 +1.339746768e+03
2481 +3.385708933e+02 +3.385708933e+02 +1.338570893e+03 +1.338570893e+03
2501 +3.139528017e+02 +3.139528017e+02 +1.313952802e+03 +1.313952802e+03
2511 +2.983858833e+02 +2.983858833e+02 +1.298385883e+03 +1.298385883e+03
2525 +2.811583816e+02 +2.811583816e+02 +1.281158382e+03 +1.281158382e+03
2558 +2.723930241e+02 +2.723930241e+02 +1.272393024e+03 +1.272393024e+03
2626 +2.673198212e+02 +2.673198212e+02 +1.267319821e+03 +1.267319821e+03
2645 +2.588500018e+02 +2.588500018e+02 +1.258850002e+03 +1.258850002e+03
2668 +2.513594552e+02 +2.513594552e+02 +1.251359455e+03 +1.251359455e+03
2697 +2.465194298e+02 +2.465194298e+02 +1.246519430e+03 +1.246519430e+03
2771 +2.440732814e+02 +2.440732814e+02 +1.244073281e+03 +1.244073281e+03
2784 +2.350175634e+02 +2.350175634e+02 +1.235017563e+03 +1.235017563e+03
2817 +2.299863108e+02 +2.299863108e+02 +1.229986311e+03 +1.229986311e+03
2861 +2.288929906e+02 +2.288929906e+02 +1.228892991e+03 +1.228892991e+03
2908 +2.227393631e+02 +2.227393631e+02 +1.222739363e+03 +1.222739363e+03
2964 +2.185785163e+02 +2.185785163e+02 +1.218578516e+03 +1.218578516e+03
3031 +2.121837006e+02 +2.121837006e+02 +1.212183701e+03 +1.212183701e+03
3172 +2.087859140e+02 +2.087859140e+02 +1.208785914e+03 +1.208785914e+03
3300 +2.039213636e+02 +2.039213636e+02 +1.203921364e+03 +1.203921364e+03
3394 +1.993798783e+02 +1.993798783e+02 +1.199379878e+03 +1.199379878e+03
3689 +1.949181997e+02 +1.949181997e+02 +1.194918200e+03 +1.194918200e+03
3833 +1.902884000e+02 +1.902884000e+02 +1.190288400e+03 +1.190288400e+03
4084 +1.860618000e+02 +1.860618000e+02 +1.186061800e+03 +1.186061800e+03
4577 +1.819676903e+02 +1.819676903e+02 +1.181967690e+03 +1.181967690e+03
% function evaluation | noise-free fitness - Fopt (7.003000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.788306963e+03 +1.788306963e+03 +1.858336963e+03 +1.858336963e+03
2 +1.677867802e+03 +1.677867802e+03 +1.747897802e+03 +1.747897802e+03
5 +1.650576794e+03 +1.650576794e+03 +1.720606794e+03 +1.720606794e+03
11 +1.490703147e+03 +1.490703147e+03 +1.560733147e+03 +1.560733147e+03
20 +1.459126363e+03 +1.459126363e+03 +1.529156363e+03 +1.529156363e+03
30 +1.375762199e+03 +1.375762199e+03 +1.445792199e+03 +1.445792199e+03
37 +1.327753810e+03 +1.327753810e+03 +1.397783810e+03 +1.397783810e+03
42 +1.298268023e+03 +1.298268023e+03 +1.368298023e+03 +1.368298023e+03
48 +1.287841609e+03 +1.287841609e+03 +1.357871609e+03 +1.357871609e+03
67 +1.254104879e+03 +1.254104879e+03 +1.324134879e+03 +1.324134879e+03
71 +1.196723183e+03 +1.196723183e+03 +1.266753183e+03 +1.266753183e+03
84 +1.087864615e+03 +1.087864615e+03 +1.157894615e+03 +1.157894615e+03
123 +1.042746341e+03 +1.042746341e+03 +1.112776341e+03 +1.112776341e+03
127 +9.932727673e+02 +9.932727673e+02 +1.063302767e+03 +1.063302767e+03
137 +9.528228865e+02 +9.528228865e+02 +1.022852886e+03 +1.022852886e+03
180 +9.088553234e+02 +9.088553234e+02 +9.788853234e+02 +9.788853234e+02
188 +8.903889485e+02 +8.903889485e+02 +9.604189485e+02 +9.604189485e+02
210 +8.674667160e+02 +8.674667160e+02 +9.374967160e+02 +9.374967160e+02
226 +8.343188879e+02 +8.343188879e+02 +9.043488879e+02 +9.043488879e+02
232 +7.868943476e+02 +7.868943476e+02 +8.569243476e+02 +8.569243476e+02
247 +7.599074521e+02 +7.599074521e+02 +8.299374521e+02 +8.299374521e+02
270 +7.469390397e+02 +7.469390397e+02 +8.169690397e+02 +8.169690397e+02
274 +7.238310728e+02 +7.238310728e+02 +7.938610728e+02 +7.938610728e+02
301 +7.041347386e+02 +7.041347386e+02 +7.741647386e+02 +7.741647386e+02
304 +6.077360042e+02 +6.077360042e+02 +6.777660042e+02 +6.777660042e+02
458 +5.950800222e+02 +5.950800222e+02 +6.651100222e+02 +6.651100222e+02
815 +5.762810003e+02 +5.762810003e+02 +6.463110003e+02 +6.463110003e+02
831 +5.560466829e+02 +5.560466829e+02 +6.260766829e+02 +6.260766829e+02
885 +5.338601267e+02 +5.338601267e+02 +6.038901267e+02 +6.038901267e+02
925 +5.114101510e+02 +5.114101510e+02 +5.814401510e+02 +5.814401510e+02
931 +4.810928484e+02 +4.810928484e+02 +5.511228484e+02 +5.511228484e+02
1437 +4.722718683e+02 +4.722718683e+02 +5.423018683e+02 +5.423018683e+02
1442 +4.490840734e+02 +4.490840734e+02 +5.191140734e+02 +5.191140734e+02
1702 +4.431092378e+02 +4.431092378e+02 +5.131392378e+02 +5.131392378e+02
1761 +4.243115315e+02 +4.243115315e+02 +4.943415315e+02 +4.943415315e+02
1806 +3.991647392e+02 +3.991647392e+02 +4.691947392e+02 +4.691947392e+02
1810 +3.885863957e+02 +3.885863957e+02 +4.586163957e+02 +4.586163957e+02
