% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.449670211e+04 +3.449670211e+04 +3.395020211e+04 +3.395020211e+04
4 +3.222172932e+04 +3.222172932e+04 +3.167522932e+04 +3.167522932e+04
7 +3.082859372e+04 +3.082859372e+04 +3.028209372e+04 +3.028209372e+04
13 +2.991836882e+04 +2.991836882e+04 +2.937186882e+04 +2.937186882e+04
18 +2.932386417e+04 +2.932386417e+04 +2.877736417e+04 +2.877736417e+04
20 +2.624088595e+04 +2.624088595e+04 +2.569438595e+04 +2.569438595e+04
24 +2.382743659e+04 +2.382743659e+04 +2.328093659e+04 +2.328093659e+04
33 +2.110392752e+04 +2.110392752e+04 +2.055742752e+04 +2.055742752e+04
35 +1.785313842e+04 +1.785313842e+04 +1.730663842e+04 +1.730663842e+04
49 +1.307009992e+04 +1.307009992e+04 +1.252359992e+04 +1.252359992e+04
57 +1.094550391e+04 +1.094550391e+04 +1.039900391e+04 +1.039900391e+04
61 +1.065871043e+04 +1.065871043e+04 +1.011221043e+04 +1.011221043e+04
65 +1.013676360e+04 +1.013676360e+04 +9.590263602e+03 +9.590263602e+03
68 +8.086911447e+03 +8.086911447e+03 +7.540411447e+03 +7.540411447e+03
74 +7.772687832e+03 +7.772687832e+03 +7.226187832e+03 +7.226187832e+03
75 +6.853635274e+03 +6.853635274e+03 +6.307135274e+03 +6.307135274e+03
82 +6.410492717e+03 +6.410492717e+03 +5.863992717e+03 +5.863992717e+03
83 +6.087551331e+03 +6.087551331e+03 +5.541051331e+03 +5.541051331e+03
91 +5.436265787e+03 +5.436265787e+03 +4.889765787e+03 +4.889765787e+03
92 +5.193836550e+03 +5.193836550e+03 +4.647336550e+03 +4.647336550e+03
93 +3.679957026e+03 +3.679957026e+03 +3.133457026e+03 +3.133457026e+03
106 +3.222469963e+03 +3.222469963e+03 +2.675969963e+03 +2.675969963e+03
119 +3.142699585e+03 +3.142699585e+03 +2.596199585e+03 +2.596199585e+03
126 +2.752808266e+03 +2.752808266e+03 +2.206308266e+03 +2.206308266e+03
138 +2.539410433e+03 +2.539410433e+03 +1.992910433e+03 +1.992910433e+03
150 +1.881421819e+03 +1.881421819e+03 +1.334921819e+03 +1.334921819e+03
151 +1.672740049e+03 +1.672740049e+03 +1.126240049e+03 +1.126240049e+03
154 +5.098256342e+02 +5.098256342e+02 -3.667436576e+01 -3.667436576e+01
188 +3.242459050e+02 +3.242459050e+02 -2.222540950e+02 -2.222540950e+02
194 +2.248489866e+02 +2.248489866e+02 -3.216510134e+02 -3.216510134e+02
210 +1.328019100e+02 +1.328019100e+02 -4.136980900e+02 -4.136980900e+02
221 +9.503215637e+01 +9.503215637e+01 -4.514678436e+02 -4.514678436e+02
230 +3.649969785e+01 +3.649969785e+01 -5.100003021e+02 -5.100003021e+02
259 +2.121966997e+01 +2.121966997e+01 -5.252803300e+02 -5.252803300e+02
281 +4.278415965e+00 +4.278415965e+00 -5.422215840e+02 -5.422215840e+02
426 +3.973777250e+00 +3.973777250e+00 -5.425262228e+02 -5.425262228e+02
475 +3.718271561e+00 +3.718271561e+00 -5.427817284e+02 -5.427817284e+02
600 +3.680155472e+00 +3.680155472e+00 -5.428198445e+02 -5.428198445e+02
648 +3.525322742e+00 +3.525322742e+00 -5.429746773e+02 -5.429746773e+02
980 +3.462663660e+00 +3.462663660e+00 -5.430373363e+02 -5.430373363e+02
990 +3.244391776e+00 +3.244391776e+00 -5.432556082e+02 -5.432556082e+02
1001 +3.119277620e+00 +3.119277620e+00 -5.433807224e+02 -5.433807224e+02
1035 +2.946757494e+00 +2.946757494e+00 -5.435532425e+02 -5.435532425e+02
1701 +2.880779062e+00 +2.880779062e+00 -5.436192209e+02 -5.436192209e+02
1737 +2.802114198e+00 +2.802114198e+00 -5.436978858e+02 -5.436978858e+02
