% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.291370946e+01 +8.291370946e+01 -3.791762905e+02 -3.791762905e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00
4 +7.965712087e+01 +7.965712087e+01 -3.824328791e+02 -3.824328791e+02 +9.8025e-02 +9.0975e-04 +2.6073e-01
16 +7.558271044e+01 +7.558271044e+01 -3.865072896e+02 -3.865072896e+02 +1.7386e-01 -2.3790e-02 +1.3381e-02
26 +6.458824071e+01 +6.458824071e+01 -3.975017593e+02 -3.975017593e+02 +1.7500e-01 +1.1106e-01 +4.3553e-01
36 +6.308258490e+01 +6.308258490e+01 -3.990074151e+02 -3.990074151e+02 +2.5064e-01 +7.8549e-02 +3.3823e-01
48 +6.004476992e+01 +6.004476992e+01 -4.020452301e+02 -4.020452301e+02 +2.2939e-01 +5.3517e-02 +3.6628e-01
61 +5.887424278e+01 +5.887424278e+01 -4.032157572e+02 -4.032157572e+02 +2.2475e-01 +9.4997e-03 +3.7777e-01
81 +5.677643191e+01 +5.677643191e+01 -4.053135681e+02 -4.053135681e+02 +2.9367e-01 -9.0571e-03 +3.9750e-01
98 +5.591643487e+01 +5.591643487e+01 -4.061735651e+02 -4.061735651e+02 +3.6184e-01 +2.6721e-02 +4.1003e-01
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.513059916e+01 +7.513059916e+01 +1.527905992e+02 +1.527905992e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +5.677597199e+01 +5.677597199e+01 +1.344359720e+02 +1.344359720e+02 +3.0482e-01 +3.3014e-01 -2.2511e-01
4 +3.978457147e+01 +3.978457147e+01 +1.174445715e+02 +1.174445715e+02 +3.4796e-01 +2.4342e-02 +2.7602e-01
13 +3.859934506e+01 +3.859934506e+01 +1.162593451e+02 +1.162593451e+02 +4.7833e-01 +4.2713e-02 +3.4390e-01
15 +3.614498013e+01 +3.614498013e+01 +1.138049801e+02 +1.138049801e+02 +3.1510e-01 -1.1437e-01 +2.6077e-01
18 +3.449949961e+01 +3.449949961e+01 +1.121594996e+02 +1.121594996e+02 +6.8495e-01 -1.1921e-01 +2.7995e-01
21 +3.345890088e+01 +3.345890088e+01 +1.111189009e+02 +1.111189009e+02 +5.7060e-01 -2.1585e-02 +6.6350e-01
26 +3.180807670e+01 +3.180807670e+01 +1.094680767e+02 +1.094680767e+02 +4.0558e-01 -2.1448e-01 +4.8437e-01
29 +2.956335397e+01 +2.956335397e+01 +1.072233540e+02 +1.072233540e+02 +8.9356e-01 -3.2941e-01 +3.0185e-01
40 +2.690243840e+01 +2.690243840e+01 +1.045624384e+02 +1.045624384e+02 +5.4224e-01 -1.9795e-01 +8.8918e-01
48 +1.783386259e+01 +1.783386259e+01 +9.549386259e+01 +9.549386259e+01 +6.1424e-01 -2.5639e-01 +9.2074e-01
54 +1.389628601e+01 +1.389628601e+01 +9.155628601e+01 +9.155628601e+01 +3.5421e-01 -3.6718e-01 +9.2241e-01
63 +8.162333373e+00 +8.162333373e+00 +8.582233337e+01 +8.582233337e+01 +3.7758e-01 -3.0329e-01 +9.8378e-01
153 +6.871261163e+00 +6.871261163e+00 +8.453126116e+01 +8.453126116e+01 +4.4241e-01 -3.3453e-01 +9.4640e-01
200 +6.469217500e+00 +6.469217500e+00 +8.412921750e+01 +8.412921750e+01 +4.0212e-01 -3.0922e-01 +9.5801e-01
205 +6.300072992e+00 +6.300072992e+00 +8.396007299e+01 +8.396007299e+01 +4.7794e-01 -3.2768e-01 +9.5434e-01
233 +6.082574934e+00 +6.082574934e+00 +8.374257493e+01 +8.374257493e+01 +4.5841e-01 -3.1896e-01 +9.5708e-01
242 +6.022944762e+00 +6.022944762e+00 +8.368294476e+01 +8.368294476e+01 +4.5909e-01 -3.2618e-01 +9.6127e-01
% function evaluation | noise-free fitness - Fopt (1.156800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
