% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.697184145e+06 +5.697184145e+06 +5.696974265e+06 +5.696974265e+06
2 +5.579795240e+06 +5.579795240e+06 +5.579585360e+06 +5.579585360e+06
3 +4.945700019e+06 +4.945700019e+06 +4.945490139e+06 +4.945490139e+06
6 +4.494780287e+06 +4.494780287e+06 +4.494570407e+06 +4.494570407e+06
10 +4.140281391e+06 +4.140281391e+06 +4.140071511e+06 +4.140071511e+06
13 +3.943184907e+06 +3.943184907e+06 +3.942975027e+06 +3.942975027e+06
18 +3.819660528e+06 +3.819660528e+06 +3.819450648e+06 +3.819450648e+06
19 +3.633359166e+06 +3.633359166e+06 +3.633149286e+06 +3.633149286e+06
22 +3.430809782e+06 +3.430809782e+06 +3.430599902e+06 +3.430599902e+06
26 +3.204687773e+06 +3.204687773e+06 +3.204477893e+06 +3.204477893e+06
36 +3.142216579e+06 +3.142216579e+06 +3.142006699e+06 +3.142006699e+06
39 +2.778696449e+06 +2.778696449e+06 +2.778486569e+06 +2.778486569e+06
43 +2.726285832e+06 +2.726285832e+06 +2.726075952e+06 +2.726075952e+06
46 +2.525724000e+06 +2.525724000e+06 +2.525514120e+06 +2.525514120e+06
48 +2.479388309e+06 +2.479388309e+06 +2.479178429e+06 +2.479178429e+06
50 +2.317749237e+06 +2.317749237e+06 +2.317539357e+06 +2.317539357e+06
65 +2.117013209e+06 +2.117013209e+06 +2.116803329e+06 +2.116803329e+06
71 +2.042194774e+06 +2.042194774e+06 +2.041984894e+06 +2.041984894e+06
75 +2.008548684e+06 +2.008548684e+06 +2.008338804e+06 +2.008338804e+06
82 +1.906009963e+06 +1.906009963e+06 +1.905800083e+06 +1.905800083e+06
87 +1.829592386e+06 +1.829592386e+06 +1.829382506e+06 +1.829382506e+06
90 +1.682025607e+06 +1.682025607e+06 +1.681815727e+06 +1.681815727e+06
95 +1.653031874e+06 +1.653031874e+06 +1.652821994e+06 +1.652821994e+06
101 +1.423376480e+06 +1.423376480e+06 +1.423166600e+06 +1.423166600e+06
110 +1.393728013e+06 +1.393728013e+06 +1.393518133e+06 +1.393518133e+06
128 +1.276087155e+06 +1.276087155e+06 +1.275877275e+06 +1.275877275e+06
141 +1.045323773e+06 +1.045323773e+06 +1.045113893e+06 +1.045113893e+06
154 +1.008875140e+06 +1.008875140e+06 +1.008665260e+06 +1.008665260e+06
165 +9.743159750e+05 +9.743159750e+05 +9.741060950e+05 +9.741060950e+05
170 +9.534691726e+05 +9.534691726e+05 +9.532592926e+05 +9.532592926e+05
180 +7.874223909e+05 +7.874223909e+05 +7.872125109e+05 +7.872125109e+05
224 +7.347509996e+05 +7.347509996e+05 +7.345411196e+05 +7.345411196e+05
226 +5.797307569e+05 +5.797307569e+05 +5.795208769e+05 +5.795208769e+05
238 +5.389120696e+05 +5.389120696e+05 +5.387021896e+05 +5.387021896e+05
282 +4.860556353e+05 +4.860556353e+05 +4.858457553e+05 +4.858457553e+05
298 +4.521110272e+05 +4.521110272e+05 +4.519011472e+05 +4.519011472e+05
319 +4.157913309e+05 +4.157913309e+05 +4.155814509e+05 +4.155814509e+05
329 +4.036967969e+05 +4.036967969e+05 +4.034869169e+05 +4.034869169e+05
362 +3.777781240e+05 +3.777781240e+05 +3.775682440e+05 +3.775682440e+05
367 +3.308392365e+05 +3.308392365e+05 +3.306293565e+05 +3.306293565e+05
372 +2.991739966e+05 +2.991739966e+05 +2.989641166e+05 +2.989641166e+05
473 +2.801888779e+05 +2.801888779e+05 +2.799789979e+05 +2.799789979e+05
475 +2.560930144e+05 +2.560930144e+05 +2.558831344e+05 +2.558831344e+05
524 +2.247342606e+05 +2.247342606e+05 +2.245243806e+05 +2.245243806e+05
551 +2.051229567e+05 +2.051229567e+05 +2.049130767e+05 +2.049130767e+05
657 +2.027852707e+05 +2.027852707e+05 +2.025753907e+05 +2.025753907e+05
672 +1.449033140e+05 +1.449033140e+05 +1.446934340e+05 +1.446934340e+05
915 +1.216871125e+05 +1.216871125e+05 +1.214772325e+05 +1.214772325e+05
922 +1.182256462e+05 +1.182256462e+05 +1.180157662e+05 +1.180157662e+05
971 +1.111893347e+05 +1.111893347e+05 +1.109794547e+05 +1.109794547e+05
1006 +1.024309933e+05 +1.024309933e+05 +1.022211133e+05 +1.022211133e+05
1010 +1.009495132e+05 +1.009495132e+05 +1.007396332e+05 +1.007396332e+05
1082 +9.729085294e+04 +9.729085294e+04 +9.708097294e+04 +9.708097294e+04
1132 +9.511935008e+04 +9.511935008e+04 +9.490947008e+04 +9.490947008e+04
1138 +8.701221036e+04 +8.701221036e+04 +8.680233036e+04 +8.680233036e+04
1150 +8.301176571e+04 +8.301176571e+04 +8.280188571e+04 +8.280188571e+04
1232 +8.033282212e+04 +8.033282212e+04 +8.012294212e+04 +8.012294212e+04
1240 +7.734569046e+04 +7.734569046e+04 +7.713581046e+04 +7.713581046e+04
1361 +7.558722661e+04 +7.558722661e+04 +7.537734661e+04 +7.537734661e+04
1407 +7.359296632e+04 +7.359296632e+04 +7.338308632e+04 +7.338308632e+04
1445 +7.151160825e+04 +7.151160825e+04 +7.130172825e+04 +7.130172825e+04
1455 +6.974938477e+04 +6.974938477e+04 +6.953950477e+04 +6.953950477e+04
1464 +6.863391780e+04 +6.863391780e+04 +6.842403780e+04 +6.842403780e+04
1469 +6.655893541e+04 +6.655893541e+04 +6.634905541e+04 +6.634905541e+04
1574 +6.582776637e+04 +6.582776637e+04 +6.561788637e+04 +6.561788637e+04
1579 +6.442641445e+04 +6.442641445e+04 +6.421653445e+04 +6.421653445e+04
1629 +6.206876156e+04 +6.206876156e+04 +6.185888156e+04 +6.185888156e+04
1639 +5.895916884e+04 +5.895916884e+04 +5.874928884e+04 +5.874928884e+04
1651 +5.769798342e+04 +5.769798342e+04 +5.748810342e+04 +5.748810342e+04
1701 +5.694328932e+04 +5.694328932e+04 +5.673340932e+04 +5.673340932e+04
1739 +5.582846810e+04 +5.582846810e+04 +5.561858810e+04 +5.561858810e+04
1748 +5.459845294e+04 +5.459845294e+04 +5.438857294e+04 +5.438857294e+04
1803 +5.276894431e+04 +5.276894431e+04 +5.255906431e+04 +5.255906431e+04
1857 +5.238605503e+04 +5.238605503e+04 +5.217617503e+04 +5.217617503e+04
1906 +4.953354298e+04 +4.953354298e+04 +4.932366298e+04 +4.932366298e+04
1911 +4.897721161e+04 +4.897721161e+04 +4.876733161e+04 +4.876733161e+04
1938 +4.771128866e+04 +4.771128866e+04 +4.750140866e+04 +4.750140866e+04
2008 +4.536467004e+04 +4.536467004e+04 +4.515479004e+04 +4.515479004e+04
2024 +4.432872300e+04 +4.432872300e+04 +4.411884300e+04 +4.411884300e+04
2054 +4.294955752e+04 +4.294955752e+04 +4.273967752e+04 +4.273967752e+04
2057 +4.258186591e+04 +4.258186591e+04 +4.237198591e+04 +4.237198591e+04
2069 +4.168286799e+04 +4.168286799e+04 +4.147298799e+04 +4.147298799e+04
2136 +4.051709008e+04 +4.051709008e+04 +4.030721008e+04 +4.030721008e+04
2239 +3.947017875e+04 +3.947017875e+04 +3.926029875e+04 +3.926029875e+04
2304 +3.851332480e+04 +3.851332480e+04 +3.830344480e+04 +3.830344480e+04
2346 +3.755363236e+04 +3.755363236e+04 +3.734375236e+04 +3.734375236e+04
2370 +3.691368733e+04 +3.691368733e+04 +3.670380733e+04 +3.670380733e+04
2402 +3.613298330e+04 +3.613298330e+04 +3.592310330e+04 +3.592310330e+04
2454 +3.539206216e+04 +3.539206216e+04 +3.518218216e+04 +3.518218216e+04
2492 +3.466368632e+04 +3.466368632e+04 +3.445380632e+04 +3.445380632e+04
2516 +3.364587556e+04 +3.364587556e+04 +3.343599556e+04 +3.343599556e+04
2536 +3.295925707e+04 +3.295925707e+04 +3.274937707e+04 +3.274937707e+04
2563 +3.227060887e+04 +3.227060887e+04 +3.206072887e+04 +3.206072887e+04
2607 +3.150282889e+04 +3.150282889e+04 +3.129294889e+04 +3.129294889e+04
2628 +3.086775532e+04 +3.086775532e+04 +3.065787532e+04 +3.065787532e+04
2654 +3.019290797e+04 +3.019290797e+04 +2.998302797e+04 +2.998302797e+04
2673 +2.942504777e+04 +2.942504777e+04 +2.921516777e+04 +2.921516777e+04
2699 +2.841494259e+04 +2.841494259e+04 +2.820506259e+04 +2.820506259e+04
2709 +2.771591437e+04 +2.771591437e+04 +2.750603437e+04 +2.750603437e+04
2716 +2.741763934e+04 +2.741763934e+04 +2.720775934e+04 +2.720775934e+04
2779 +2.593643706e+04 +2.593643706e+04 +2.572655706e+04 +2.572655706e+04
2838 +2.533564998e+04 +2.533564998e+04 +2.512576998e+04 +2.512576998e+04
2863 +2.481894039e+04 +2.481894039e+04 +2.460906039e+04 +2.460906039e+04
2911 +2.453893517e+04 +2.453893517e+04 +2.432905517e+04 +2.432905517e+04
2925 +2.395691746e+04 +2.395691746e+04 +2.374703746e+04 +2.374703746e+04
2938 +2.323984642e+04 +2.323984642e+04 +2.302996642e+04 +2.302996642e+04
2972 +2.274998111e+04 +2.274998111e+04 +2.254010111e+04 +2.254010111e+04
2996 +2.238622183e+04 +2.238622183e+04 +2.217634183e+04 +2.217634183e+04
3039 +2.180639606e+04 +2.180639606e+04 +2.159651606e+04 +2.159651606e+04
3051 +2.114136742e+04 +2.114136742e+04 +2.093148742e+04 +2.093148742e+04
3081 +2.077839103e+04 +2.077839103e+04 +2.056851103e+04 +2.056851103e+04
3094 +2.025570842e+04 +2.025570842e+04 +2.004582842e+04 +2.004582842e+04
3108 +1.980519823e+04 +1.980519823e+04 +1.959531823e+04 +1.959531823e+04
3126 +1.943993880e+04 +1.943993880e+04 +1.923005880e+04 +1.923005880e+04
3167 +1.904579243e+04 +1.904579243e+04 +1.883591243e+04 +1.883591243e+04
3179 +1.847858197e+04 +1.847858197e+04 +1.826870197e+04 +1.826870197e+04
