% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.696355518e+01 +3.696355518e+01 +2.002355518e+01 +2.002355518e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00
6 +2.837629293e+01 +2.837629293e+01 +1.143629293e+01 +1.143629293e+01 +2.0221e-02 -1.3389e-01 +1.7033e-01
18 +1.984737216e+01 +1.984737216e+01 +2.907372160e+00 +2.907372160e+00 +3.4628e-01 -4.7499e-01 -2.0865e-02
26 +1.918277567e+01 +1.918277567e+01 +2.242775669e+00 +2.242775669e+00 +7.3783e-01 -3.4010e-01 +2.3802e-01
36 +1.824766452e+01 +1.824766452e+01 +1.307664516e+00 +1.307664516e+00 +5.6125e-01 -3.4467e-01 +8.0652e-01
38 +1.338973843e+01 +1.338973843e+01 -3.550261566e+00 -3.550261566e+00 +1.3299e+00 -2.1825e-01 +9.1635e-02
49 +1.247923629e+01 +1.247923629e+01 -4.460763708e+00 -4.460763708e+00 +2.0344e+00 +1.5369e-01 -2.0961e-01
53 +8.600183573e+00 +8.600183573e+00 -8.339816427e+00 -8.339816427e+00 +1.5401e+00 +8.5711e-01 +8.6305e-03
75 +4.297721614e+00 +4.297721614e+00 -1.264227839e+01 -1.264227839e+01 +1.9984e+00 +9.6557e-01 +2.0082e-02
132 +4.185734038e+00 +4.185734038e+00 -1.275426596e+01 -1.275426596e+01 +1.7610e+00 +6.2848e-01 +2.0115e-01
136 +3.234459099e+00 +3.234459099e+00 -1.370554090e+01 -1.370554090e+01 +1.9471e+00 +9.7708e-01 +2.9203e-02
169 +3.052054036e+00 +3.052054036e+00 -1.388794596e+01 -1.388794596e+01 +1.7125e+00 +6.2009e-01 +1.9632e-01
190 +2.482488064e+00 +2.482488064e+00 -1.445751194e+01 -1.445751194e+01 +1.7030e+00 +6.3870e-01 +2.2820e-01
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.772316610e+01 +4.772316610e+01 +6.653316610e+01 +6.653316610e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +3.403987337e+01 +3.403987337e+01 +5.284987337e+01 +5.284987337e+01 +5.1232e-01 +7.9340e-02 -2.6932e-02
5 +3.148720005e+01 +3.148720005e+01 +5.029720005e+01 +5.029720005e+01 +1.6781e-01 -1.5264e-01 -2.8601e-01
8 +2.990970793e+01 +2.990970793e+01 +4.871970793e+01 +4.871970793e+01 -2.7555e-01 +1.2772e-01 +2.6030e-01
9 +2.217461606e+01 +2.217461606e+01 +4.098461606e+01 +4.098461606e+01 -3.2373e-01 +1.4461e-01 -1.5569e-01
13 +1.689449128e+01 +1.689449128e+01 +3.570449128e+01 +3.570449128e+01 -4.9276e-01 +4.9313e-02 +6.1154e-02
18 +9.418371605e+00 +9.418371605e+00 +2.822837161e+01 +2.822837161e+01 -9.4502e-01 +4.4000e-01 -1.3119e-01
31 +7.314058203e+00 +7.314058203e+00 +2.612405820e+01 +2.612405820e+01 -1.6732e+00 +2.0221e-01 -8.4648e-02
40 +7.130086735e+00 +7.130086735e+00 +2.594008674e+01 +2.594008674e+01 -1.1425e+00 +3.9112e-01 -4.4912e-01
45 +1.876434829e+00 +1.876434829e+00 +2.068643483e+01 +2.068643483e+01 -1.5791e+00 +9.4925e-01 -5.1197e-02
90 +1.781009422e+00 +1.781009422e+00 +2.059100942e+01 +2.059100942e+01 -1.7991e+00 +5.9354e-01 -2.0534e-02
