% function evaluation | noise-free fitness - Fopt (1.026100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.386956331e+02 +1.386956331e+02 +2.413056331e+02 +2.413056331e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 +1.378698141e+02 +1.378698141e+02 +2.404798141e+02 +2.404798141e+02 -4.7679e-01 +9.4758e-02 -3.0865e-01 +1.5185e-01 -1.1409e-01 -1.3743e-01 -2.7269e-01 -2.6128e-01 +1.5001e-01 +1.8337e-01
7 +1.157851685e+02 +1.157851685e+02 +2.183951685e+02 +2.183951685e+02 -2.7676e-01 +1.7784e-01 -1.0523e-01 +2.5687e-01 -3.0659e-01 -1.5393e-01 -4.8130e-02 -1.2019e-01 +3.8850e-01 -1.2914e-01
10 +7.168220418e+01 +7.168220418e+01 +1.742922042e+02 +1.742922042e+02 -9.3480e-02 -6.2801e-02 -5.0641e-01 +3.8571e-01 +1.2968e-01 -3.9237e-01 -4.0283e-01 -3.1560e-01 +4.0394e-01 +2.6485e-01
879 +6.847103527e+01 +6.847103527e+01 +1.710810353e+02 +1.710810353e+02 -2.6308e-01 +2.9868e-01 -1.4738e-01 +1.0544e+00 -1.2822e-01 +6.1535e-01 +2.3985e-01 -5.7522e-01 +9.1729e-02 +1.0831e+00
883 +5.822970534e+01 +5.822970534e+01 +1.608397053e+02 +1.608397053e+02 -2.6608e-01 +2.9393e-01 -1.3575e-01 +1.0735e+00 -1.2241e-01 +6.0728e-01 +2.3320e-01 -5.7312e-01 +1.0569e-01 +1.0657e+00
923 +5.262688290e+01 +5.262688290e+01 +1.552368829e+02 +1.552368829e+02 -2.6864e-01 +2.8888e-01 -1.3706e-01 +1.0986e+00 -1.1835e-01 +5.8633e-01 +2.4980e-01 -5.7974e-01 +1.2367e-01 +1.0930e+00
1019 +5.044481009e+01 +5.044481009e+01 +1.530548101e+02 +1.530548101e+02 -2.5547e-01 +2.8200e-01 -1.4281e-01 +1.0979e+00 -1.2195e-01 +5.9637e-01 +2.4352e-01 -5.8624e-01 +1.1501e-01 +1.0751e+00
1061 +4.907483415e+01 +4.907483415e+01 +1.516848341e+02 +1.516848341e+02 -2.5668e-01 +2.8022e-01 -1.4072e-01 +1.1044e+00 -1.1976e-01 +6.0526e-01 +2.5001e-01 -5.7977e-01 +1.1191e-01 +1.0878e+00
1065 +4.889979689e+01 +4.889979689e+01 +1.515097969e+02 +1.515097969e+02 -2.5601e-01 +2.8424e-01 -1.3755e-01 +1.0972e+00 -1.2577e-01 +6.0164e-01 +2.4914e-01 -5.7908e-01 +1.1077e-01 +1.0883e+00
1123 +4.735781916e+01 +4.735781916e+01 +1.499678192e+02 +1.499678192e+02 -2.6820e-01 +2.7651e-01 -1.4114e-01 +1.1060e+00 -1.2052e-01 +5.9029e-01 +2.6203e-01 -5.7525e-01 +1.1796e-01 +1.0920e+00
1158 +4.638141395e+01 +4.638141395e+01 +1.489914140e+02 +1.489914140e+02 -2.6696e-01 +2.7227e-01 -1.3607e-01 +1.1045e+00 -1.2490e-01 +5.8413e-01 +2.5703e-01 -5.8137e-01 +1.1519e-01 +1.0866e+00
1215 +4.549655510e+01 +4.549655510e+01 +1.481065551e+02 +1.481065551e+02 -2.6837e-01 +2.6788e-01 -1.3729e-01 +1.1099e+00 -1.2410e-01 +5.8562e-01 +2.5934e-01 -5.8550e-01 +1.1575e-01 +1.0876e+00
1293 +4.445014009e+01 +4.445014009e+01 +1.470601401e+02 +1.470601401e+02 -2.6865e-01 +2.6779e-01 -1.3520e-01 +1.1072e+00 -1.2594e-01 +5.8843e-01 +2.6134e-01 -5.9026e-01 +1.1402e-01 +1.0915e+00
1362 +4.360143110e+01 +4.360143110e+01 +1.462114311e+02 +1.462114311e+02 -2.6702e-01 +2.6431e-01 -1.3439e-01 +1.1124e+00 -1.2699e-01 +5.8829e-01 +2.6458e-01 -5.9517e-01 +1.1573e-01 +1.0976e+00
1470 +4.260286061e+01 +4.260286061e+01 +1.452128606e+02 +1.452128606e+02 -2.6249e-01 +2.6122e-01 -1.3266e-01 +1.1135e+00 -1.2821e-01 +5.8860e-01 +2.6459e-01 -6.0876e-01 +1.1766e-01 +1.0969e+00
1755 +4.166447026e+01 +4.166447026e+01 +1.442744703e+02 +1.442744703e+02 -2.6286e-01 +2.5578e-01 -1.3273e-01 +1.1173e+00 -1.3087e-01 +5.8283e-01 +2.7186e-01 -6.1857e-01 +1.2044e-01 +1.1028e+00
% function evaluation | noise-free fitness - Fopt (9.330000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.432620636e+02 +1.432620636e+02 +2.365620636e+02 +2.365620636e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
15 +1.358075505e+02 +1.358075505e+02 +2.291075505e+02 +2.291075505e+02 +3.2520e-01 -1.8891e-01 +4.3550e-01 -1.3211e-02 -8.5460e-02 -3.9369e-02 +7.3826e-03 +1.0209e-01 +4.2113e-02 -2.3239e-01
18 +1.326881755e+02 +1.326881755e+02 +2.259881755e+02 +2.259881755e+02 +1.6876e-01 -3.7542e-01 +2.3459e-01 -1.1718e-01 -2.7227e-01 -4.0597e-01 +4.0921e-01 +4.6876e-01 -2.8496e-01 +9.8398e-02
22 +1.264919784e+02 +1.264919784e+02 +2.197919784e+02 +2.197919784e+02 -7.7817e-02 -1.3672e-01 +2.3814e-02 -3.4966e-01 -2.2909e-01 -2.2715e-01 +1.0785e-01 +2.1392e-01 -7.4506e-02 -1.4440e-01
24 +1.243470086e+02 +1.243470086e+02 +2.176470086e+02 +2.176470086e+02 +4.0743e-01 +5.3038e-02 +1.1856e-01 +5.3313e-02 -3.3719e-01 -1.2201e-01 -2.5398e-01 +8.2473e-03 -6.1945e-01 -1.4683e-01
35 +1.037044718e+02 +1.037044718e+02 +1.970044718e+02 +1.970044718e+02 +1.8726e-01 -1.2404e-01 +2.0461e-02 -1.0487e-01 -2.1724e-01 -1.3493e-01 +4.8858e-04 -1.2212e-01 -2.3403e-01 -9.4161e-02
67 +9.370057997e+01 +9.370057997e+01 +1.870005800e+02 +1.870005800e+02 +5.1735e-01 -3.6165e-01 +8.1003e-02 +6.4623e-02 -1.2154e-01 -2.2315e-01 +2.0758e-01 +2.4488e-01 -2.6853e-01 -4.7141e-01
1097 +7.835013480e+01 +7.835013480e+01 +1.716501348e+02 +1.716501348e+02 +8.3406e-01 -1.4560e+00 +4.7888e-01 +3.4659e-01 +1.4538e-01 +9.4019e-01 -7.8019e-02 -4.3132e-01 -2.1743e-02 -9.7243e-01
