% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
122 +9.883840540e+05 +9.883840540e+05 +9.881553740e+05 +9.881553740e+05 -9.0414e-01 -4.3580e-01 -2.5558e+00 +9.2338e-01 +1.3591e-01 -2.7581e+00 -3.2567e-01 +2.3926e+00 -1.3019e+00 +2.0931e+00 -1.4259e+00 +7.4232e-01 +5.8637e-01 -8.5884e-01 +6.2446e-01 +8.2787e-01 -7.9370e-01 -6.8548e-01 +2.0600e-01 +1.2853e+00
124 +9.285607467e+05 +9.285607467e+05 +9.283320667e+05 +9.283320667e+05 -9.4758e-01 -5.8682e-01 -2.2174e+00 +5.2461e-01 +1.5747e+00 -2.5590e+00 -3.2139e-01 +1.2561e+00 -1.3206e+00 +1.2765e+00 -1.7808e+00 +1.0781e-01 +2.1528e-01 -1.1578e+00 +3.0017e-01 +7.2403e-01 -1.4630e+00 -7.9837e-01 -4.4380e-01 +1.7550e+00
128 +6.815515949e+05 +6.815515949e+05 +6.813229149e+05 +6.813229149e+05 -1.0352e+00 -1.2603e+00 -1.8397e+00 +4.9190e-01 +8.0262e-01 -2.8998e+00 -3.8923e-01 +1.9542e+00 -1.6596e+00 +1.7874e+00 -9.5020e-01 +7.1500e-01 +4.8680e-01 -1.2496e+00 +4.6600e-01 +1.1540e+00 -7.1296e-01 -1.1141e+00 -1.1788e-01 +8.9980e-01
129 +6.382119903e+05 +6.382119903e+05 +6.379833103e+05 +6.379833103e+05 -9.3147e-01 -5.8741e-01 -2.0124e+00 +8.2857e-01 +1.1785e+00 -2.4501e+00 -1.2873e-01 +2.0661e+00 -1.7013e+00 +2.2357e+00 -5.2736e-01 +2.2278e-01 +1.4174e+00 -3.2511e-01 +6.5338e-01 +4.7742e-01 -9.5302e-01 -7.9996e-01 -4.4133e-01 +1.0905e+00
136 +5.888127474e+05 +5.888127474e+05 +5.885840674e+05 +5.885840674e+05 -7.9668e-01 -9.1244e-01 -2.3155e+00 +3.4810e-02 +3.6669e-01 -2.7620e+00 -3.5279e-01 +2.8089e+00 -1.4620e+00 +2.0294e+00 -6.1479e-01 +2.7165e-01 +7.1255e-01 -9.0442e-01 +7.7000e-01 +1.0421e+00 +1.7079e-01 -4.5157e-01 -1.8825e-01 +7.1836e-01
140 +4.962683521e+05 +4.962683521e+05 +4.960396721e+05 +4.960396721e+05 -5.2383e-01 -1.0389e+00 -2.7486e+00 -2.6336e-02 -3.0990e-01 -3.1277e+00 -7.7353e-01 +1.9204e+00 -1.3080e+00 +1.7994e+00 -1.8111e-01 +1.2670e-01 +1.5788e+00 -5.7372e-01 +7.0746e-01 +3.7289e-01 -6.5376e-01 -4.4503e-01 -2.7956e-01 +6.6218e-01
166 +3.619821827e+05 +3.619821827e+05 +3.617535027e+05 +3.617535027e+05 -1.0047e-01 -9.8333e-01 -2.4298e+00 -3.6167e-02 -2.4828e-01 -1.8635e+00 +1.1455e-01 +2.2540e+00 -2.1112e+00 +2.0545e+00 -2.7341e-01 -4.3941e-01 +2.1223e+00 -1.2293e+00 +5.3383e-01 +6.1488e-01 -5.3899e-01 -7.6569e-01 +1.5423e-01 +1.2937e+00
180 +2.899254859e+05 +2.899254859e+05 +2.896968059e+05 +2.896968059e+05 -7.1782e-02 -1.1613e+00 -2.8148e+00 -6.2038e-01 +9.4381e-01 -1.1398e+00 -4.6765e-01 +2.6528e+00 -2.4213e+00 +1.5111e+00 -3.4277e-01 -1.8787e-01 +2.7848e+00 -1.1547e+00 +1.2496e+00 -1.1056e-02 +2.2520e-01 -6.3813e-01 -1.8427e-01 +1.2115e+00
245 +2.406565912e+05 +2.406565912e+05 +2.404279112e+05 +2.404279112e+05 +1.0127e+00 -2.6791e-01 -3.6575e+00 -8.4689e-01 -8.3982e-02 -2.3742e-01 -9.4482e-01 +3.0713e+00 -2.0213e+00 +9.7821e-01 +2.1854e-01 -5.5144e-02 +2.9635e+00 -1.6104e+00 +3.2689e-01 +3.8623e-01 -6.8195e-01 -3.9486e-01 -1.8082e-01 +1.7915e+00
270 +1.928262818e+05 +1.928262818e+05 +1.925976018e+05 +1.925976018e+05 +1.3837e+00 -1.0555e+00 -3.4070e+00 -5.5216e-01 +1.4303e-01 -9.0567e-01 -1.8379e+00 +3.1477e+00 -1.9680e+00 +7.9929e-01 +4.7060e-01 +6.3887e-01 +3.3409e+00 -1.7715e+00 -8.3930e-02 +2.7882e-01 -8.0397e-01 -2.6021e-01 -2.6091e-01 +1.3553e+00
305 +1.753995111e+05 +1.753995111e+05 +1.751708311e+05 +1.751708311e+05 +1.7858e+00 -1.8888e+00 -3.5366e+00 -6.9085e-01 +2.5367e-01 +4.8182e-01 -1.5988e+00 +3.3179e+00 -1.6424e+00 +1.3014e+00 +6.2821e-01 +5.8362e-01 +4.1580e+00 -1.5889e+00 -5.7864e-01 -2.5453e-01 -1.4807e+00 -3.0309e-01 -7.8985e-01 +1.3573e+00
370 +1.729873537e+05 +1.729873537e+05 +1.727586737e+05 +1.727586737e+05 +1.7332e+00 -1.5432e+00 -1.9383e+00 -7.2032e-01 -2.7568e-02 -9.0505e-01 -2.9233e+00 +4.4146e+00 -1.5936e+00 +1.4277e+00 +2.7845e-01 +9.2313e-01 +5.9020e+00 -1.2382e+00 -1.4493e+00 -9.3507e-01 -7.1722e-01 +6.3320e-01 -1.2439e-02 +1.7156e+00
450 +1.546941092e+05 +1.546941092e+05 +1.544654292e+05 +1.544654292e+05 +1.6721e+00 -2.4592e+00 -1.8899e+00 -3.7767e-01 +1.1389e+00 -1.1176e+00 -4.5836e+00 +2.7454e+00 -1.5184e+00 +6.2052e-01 +7.2717e-01 +8.4004e-01 +5.2231e+00 -2.2513e+00 -2.5485e+00 +2.2565e-01 -8.0404e-01 -6.3231e-01 +1.5451e-01 +2.8118e+00
481 +1.500617088e+05 +1.500617088e+05 +1.498330288e+05 +1.498330288e+05 +1.7925e+00 -1.9291e+00 -1.8875e+00 +3.2632e-01 +9.9714e-01 -4.9667e-01 -4.5951e+00 +3.4353e+00 -1.3742e+00 +5.8645e-01 +2.1334e-01 +9.3199e-01 +5.5431e+00 -2.0798e+00 -2.2252e+00 -2.1770e-01 -1.0408e+00 -4.8768e-01 -2.5137e-01 +2.1970e+00
490 +1.417836429e+05 +1.417836429e+05 +1.415549629e+05 +1.415549629e+05 +1.9567e+00 -1.9188e+00 -2.2894e+00 -3.0142e-01 +5.3133e-01 -1.0133e+00 -4.3424e+00 +3.3952e+00 -1.2865e+00 +1.0532e+00 +3.7763e-01 +8.6145e-01 +5.0147e+00 -2.5117e+00 -1.6285e+00 -7.3977e-02 -9.0657e-01 -5.0677e-01 +1.8974e-01 +1.7579e+00
512 +1.276163392e+05 +1.276163392e+05 +1.273876592e+05 +1.273876592e+05 +1.9162e+00 -2.2774e+00 -2.0974e+00 +9.4759e-03 +1.0986e+00 -7.8906e-01 -4.3683e+00 +3.3226e+00 -8.2484e-01 +1.2366e+00 +6.4950e-01 +7.8524e-01 +5.5255e+00 -2.2024e+00 -1.7353e+00 -5.3614e-01 -1.1960e+00 -2.6073e-01 +3.5617e-01 +2.0062e+00
514 +1.194611575e+05 +1.194611575e+05 +1.192324775e+05 +1.192324775e+05 +2.0609e+00 -2.3998e+00 -1.8869e+00 +1.7396e-01 +7.9312e-01 -1.1697e+00 -4.0529e+00 +3.6385e+00 -5.3221e-01 +1.1290e+00 +7.0852e-01 +1.3534e+00 +5.7903e+00 -2.0937e+00 -2.0342e+00 -4.8486e-01 -1.2636e+00 -2.8447e-01 -6.4181e-02 +1.4767e+00
547 +9.050803241e+04 +9.050803241e+04 +9.027935241e+04 +9.027935241e+04 +2.1737e+00 -1.9934e+00 -1.9683e+00 -1.3221e-01 +4.5690e-01 -7.5044e-01 -4.4469e+00 +3.7506e+00 -7.7675e-01 +7.4115e-01 +3.9513e-01 +1.1089e+00 +5.9092e+00 -2.3789e+00 -1.9202e+00 -2.6847e-01 -1.0989e+00 -3.1013e-01 +2.3960e-01 +1.6865e+00
818 +8.893591599e+04 +8.893591599e+04 +8.870723599e+04 +8.870723599e+04 +1.5988e+00 -1.3658e+00 -2.1252e+00 +2.7397e-01 -5.2037e-01 -1.7235e+00 -5.3563e+00 +4.0501e+00 -8.8095e-01 +1.6468e-01 +7.5117e-01 +1.0308e+00 +5.7472e+00 -2.7244e+00 -2.1124e+00 -6.0599e-01 -1.0465e+00 -2.8738e-01 -5.7144e-01 +1.5748e+00
877 +8.220264503e+04 +8.220264503e+04 +8.197396503e+04 +8.197396503e+04 +1.6318e+00 -1.2415e+00 -1.9664e+00 +4.3421e-01 -7.2848e-01 -2.2706e+00 -5.0670e+00 +3.9458e+00 -8.0788e-01 +7.9461e-02 +7.5499e-01 +9.8102e-01 +5.6586e+00 -2.8920e+00 -2.0896e+00 -9.4431e-01 -1.2263e+00 -2.7042e-01 -4.9442e-01 +1.8063e+00
888 +7.732733652e+04 +7.732733652e+04 +7.709865652e+04 +7.709865652e+04 +1.8153e+00 -1.2055e+00 -2.2438e+00 +4.2723e-01 -9.6365e-01 -2.2406e+00 -4.9071e+00 +3.7285e+00 -7.6356e-01 +6.2756e-02 +8.2246e-01 +1.1077e+00 +5.5026e+00 -2.7365e+00 -2.1840e+00 -8.1939e-01 -1.1534e+00 -3.2711e-01 -7.7325e-01 +1.7583e+00
919 +7.578102925e+04 +7.578102925e+04 +7.555234925e+04 +7.555234925e+04 +1.8101e+00 -1.1277e+00 -2.1610e+00 +4.4336e-01 -7.1953e-01 -2.0906e+00 -5.0445e+00 +4.1474e+00 -7.6846e-01 -1.5385e-02 +5.9370e-01 +9.7260e-01 +5.6418e+00 -2.9515e+00 -2.5156e+00 -8.5673e-01 -1.1711e+00 -3.7660e-01 -7.1486e-01 +1.7691e+00
923 +7.268878495e+04 +7.268878495e+04 +7.246010495e+04 +7.246010495e+04 +1.9423e+00 -1.2353e+00 -2.1458e+00 +4.8952e-01 -7.3473e-01 -2.3405e+00 -5.1273e+00 +3.8889e+00 -9.6717e-01 +2.1173e-01 +5.8626e-01 +9.9300e-01 +5.5421e+00 -3.0345e+00 -2.5925e+00 -9.4018e-01 -1.1272e+00 -3.5567e-01 -8.2136e-01 +1.6827e+00
931 +7.074948949e+04 +7.074948949e+04 +7.052080949e+04 +7.052080949e+04 +1.8766e+00 -1.1846e+00 -2.2363e+00 +5.0501e-01 -7.7094e-01 -2.3232e+00 -5.2084e+00 +4.0602e+00 -7.2888e-01 +1.7815e-01 +4.8524e-01 +1.0418e+00 +5.5612e+00 -3.0055e+00 -2.6347e+00 -1.0643e+00 -1.0197e+00 -2.9260e-01 -9.0521e-01 +1.7627e+00
952 +6.726133276e+04 +6.726133276e+04 +6.703265276e+04 +6.703265276e+04 +2.0150e+00 -9.8964e-01 -2.3101e+00 +5.3250e-01 -7.0243e-01 -2.3121e+00 -5.0655e+00 +3.9469e+00 -6.1232e-01 +4.1066e-01 +6.5131e-01 +1.0665e+00 +5.6222e+00 -2.8747e+00 -2.6866e+00 -1.2357e+00 -1.0558e+00 -4.6169e-01 -8.2854e-01 +1.7548e+00
962 +6.593543317e+04 +6.593543317e+04 +6.570675317e+04 +6.570675317e+04 +1.9541e+00 -1.0367e+00 -2.3284e+00 +7.1499e-01 -6.2673e-01 -2.3719e+00 -5.3381e+00 +3.9668e+00 -6.2496e-01 +3.6310e-01 +4.3181e-01 +8.6831e-01 +5.7424e+00 -3.0298e+00 -2.5938e+00 -1.0965e+00 -1.0778e+00 -4.6722e-01 -9.9402e-01 +1.7715e+00
966 +6.320002858e+04 +6.320002858e+04 +6.297134858e+04 +6.297134858e+04 +1.9713e+00 -9.3911e-01 -2.2010e+00 +7.9349e-01 -3.2467e-01 -2.3110e+00 -5.1452e+00 +3.8760e+00 -7.3448e-01 +4.3932e-01 +2.0842e-01 +8.7370e-01 +5.6618e+00 -3.0756e+00 -2.5252e+00 -1.0193e+00 -9.5349e-01 -5.6582e-01 -1.1163e+00 +1.7951e+00
1046 +5.765619107e+04 +5.765619107e+04 +5.742751107e+04 +5.742751107e+04 +2.1749e+00 -8.3329e-01 -2.2095e+00 +5.3365e-01 -1.2504e+00 -2.3004e+00 -5.1333e+00 +3.9651e+00 -4.7279e-01 +2.7080e-01 +2.8188e-01 +1.0062e+00 +6.0202e+00 -3.3549e+00 -2.5335e+00 -1.0062e+00 -1.1736e+00 -6.1294e-01 -1.2939e+00 +1.8088e+00
1203 +5.723300153e+04 +5.723300153e+04 +5.700432153e+04 +5.700432153e+04 +2.5831e+00 -1.0192e+00 -2.0665e+00 +1.1190e+00 -6.7775e-01 -1.4023e+00 -5.0229e+00 +3.8917e+00 -8.1124e-01 +2.1796e-01 +2.5080e-01 +1.1514e+00 +5.9993e+00 -2.8746e+00 -2.6542e+00 -9.2889e-01 -1.1660e+00 -5.5719e-01 -7.5554e-01 +2.0740e+00
1227 +5.564472664e+04 +5.564472664e+04 +5.541604664e+04 +5.541604664e+04 +2.4936e+00 -1.0548e+00 -1.8621e+00 +1.4344e+00 -4.3200e-01 -1.2926e+00 -4.9644e+00 +3.9265e+00 -8.2697e-01 +4.6357e-01 +2.1408e-01 +1.0700e+00 +5.9859e+00 -3.0676e+00 -2.6164e+00 -1.1945e+00 -1.1822e+00 -6.0354e-01 -8.1085e-01 +2.0528e+00
1249 +5.346227594e+04 +5.346227594e+04 +5.323359594e+04 +5.323359594e+04 +2.4954e+00 -1.0819e+00 -1.8826e+00 +1.3971e+00 -5.5317e-01 -1.4531e+00 -4.8663e+00 +3.8480e+00 -8.4467e-01 +3.3061e-01 +2.0151e-01 +1.1791e+00 +6.0257e+00 -2.9395e+00 -2.5835e+00 -1.2039e+00 -1.1081e+00 -5.8528e-01 -6.2312e-01 +2.0279e+00
1298 +5.151742321e+04 +5.151742321e+04 +5.128874321e+04 +5.128874321e+04 +2.5780e+00 -1.0262e+00 -1.9355e+00 +1.3386e+00 -5.0083e-01 -1.3682e+00 -4.9603e+00 +3.8158e+00 -6.7747e-01 +5.7679e-01 +8.5961e-02 +1.1973e+00 +5.7783e+00 -3.0973e+00 -2.6100e+00 -1.0477e+00 -1.1798e+00 -6.7941e-01 -6.9271e-01 +1.9722e+00
1385 +5.050710478e+04 +5.050710478e+04 +5.027842478e+04 +5.027842478e+04 +2.4911e+00 -1.0536e+00 -1.9717e+00 +1.3321e+00 -5.2525e-01 -1.3639e+00 -4.7376e+00 +3.8277e+00 -5.4952e-01 +6.3532e-01 +9.2256e-02 +1.2337e+00 +5.8052e+00 -3.0731e+00 -2.5747e+00 -1.2361e+00 -1.2212e+00 -6.1835e-01 -6.1252e-01 +2.0231e+00
1395 +4.987328240e+04 +4.987328240e+04 +4.964460240e+04 +4.964460240e+04 +2.5261e+00 -1.0548e+00 -1.9670e+00 +1.3698e+00 -5.3091e-01 -1.3248e+00 -4.6094e+00 +3.8148e+00 -5.5656e-01 +5.5433e-01 +7.3677e-02 +1.1950e+00 +5.8031e+00 -2.9787e+00 -2.6158e+00 -1.1779e+00 -1.1674e+00 -6.6702e-01 -6.5110e-01 +2.0174e+00
1412 +4.884703860e+04 +4.884703860e+04 +4.861835860e+04 +4.861835860e+04 +2.5615e+00 -9.8989e-01 -1.8873e+00 +1.3968e+00 -4.8557e-01 -1.4004e+00 -4.6574e+00 +3.8441e+00 -5.7834e-01 +5.8179e-01 +9.3552e-03 +1.2397e+00 +5.8113e+00 -2.9632e+00 -2.5924e+00 -1.1739e+00 -1.2707e+00 -6.8321e-01 -6.4566e-01 +1.9436e+00
1419 +4.699156848e+04 +4.699156848e+04 +4.676288848e+04 +4.676288848e+04 +2.6116e+00 -9.8494e-01 -1.8612e+00 +1.3142e+00 -5.8519e-01 -1.3683e+00 -4.6197e+00 +3.8946e+00 -5.9908e-01 +5.6767e-01 +6.1249e-02 +1.2299e+00 +5.7608e+00 -3.0376e+00 -2.7079e+00 -1.1187e+00 -1.2222e+00 -7.6117e-01 -5.8119e-01 +1.9760e+00
1437 +4.659153897e+04 +4.659153897e+04 +4.636285897e+04 +4.636285897e+04 +2.6179e+00 -9.9051e-01 -1.8225e+00 +1.3547e+00 -5.9549e-01 -1.3505e+00 -4.5594e+00 +3.8005e+00 -6.3641e-01 +5.8397e-01 +1.4505e-01 +1.1762e+00 +5.7559e+00 -3.0327e+00 -2.7310e+00 -1.0968e+00 -1.1932e+00 -8.2191e-01 -5.8328e-01 +1.9969e+00
1443 +4.569451214e+04 +4.569451214e+04 +4.546583214e+04 +4.546583214e+04 +2.6044e+00 -9.5367e-01 -1.8672e+00 +1.3990e+00 -5.4455e-01 -1.3254e+00 -4.6776e+00 +3.8494e+00 -5.5553e-01 +5.8102e-01 +5.0242e-02 +1.2667e+00 +5.6664e+00 -3.0862e+00 -2.7291e+00 -1.0056e+00 -1.2211e+00 -8.4384e-01 -5.5698e-01 +1.9719e+00
1566 +4.434348918e+04 +4.434348918e+04 +4.411480918e+04 +4.411480918e+04 +2.5499e+00 -1.0401e+00 -1.7380e+00 +1.3645e+00 -7.1091e-01 -1.3234e+00 -4.7687e+00 +3.7299e+00 -5.8259e-01 +7.2846e-01 +1.6237e-01 +1.2258e+00 +5.6708e+00 -3.1042e+00 -2.4950e+00 -1.2191e+00 -1.2464e+00 -8.8994e-01 -4.2693e-01 +1.9458e+00
1613 +4.298707727e+04 +4.298707727e+04 +4.275839727e+04 +4.275839727e+04 +2.6131e+00 -1.0382e+00 -1.6100e+00 +1.4028e+00 -7.8534e-01 -1.3899e+00 -4.5874e+00 +3.6710e+00 -5.6485e-01 +7.2065e-01 +1.6132e-01 +1.2211e+00 +5.6092e+00 -3.0303e+00 -2.6094e+00 -1.2300e+00 -1.1957e+00 -9.4875e-01 -4.1597e-01 +2.0015e+00
1655 +4.223976594e+04 +4.223976594e+04 +4.201108594e+04 +4.201108594e+04 +2.6257e+00 -9.6680e-01 -1.6589e+00 +1.5365e+00 -8.0840e-01 -1.3491e+00 -4.5920e+00 +3.6870e+00 -6.0862e-01 +6.1365e-01 +1.3485e-01 +1.2042e+00 +5.6094e+00 -2.9932e+00 -2.6472e+00 -1.2744e+00 -1.2216e+00 -9.5315e-01 -3.3064e-01 +1.9913e+00
1689 +4.159265076e+04 +4.159265076e+04 +4.136397076e+04 +4.136397076e+04 +2.6235e+00 -9.9000e-01 -1.6588e+00 +1.4954e+00 -7.6254e-01 -1.3295e+00 -4.6190e+00 +3.6725e+00 -5.8059e-01 +7.4018e-01 +1.0109e-01 +1.2361e+00 +5.6094e+00 -3.0169e+00 -2.5714e+00 -1.2722e+00 -1.1920e+00 -9.6482e-01 -3.9036e-01 +1.9781e+00
1707 +4.063250141e+04 +4.063250141e+04 +4.040382141e+04 +4.040382141e+04 +2.6612e+00 -9.6802e-01 -1.5908e+00 +1.4961e+00 -8.5563e-01 -1.3176e+00 -4.5756e+00 +3.7076e+00 -5.8904e-01 +7.6475e-01 +2.9957e-02 +1.2556e+00 +5.6713e+00 -2.9890e+00 -2.5319e+00 -1.3016e+00 -1.1808e+00 -9.3034e-01 -3.5050e-01 +1.9620e+00
1781 +3.970734113e+04 +3.970734113e+04 +3.947866113e+04 +3.947866113e+04 +2.6839e+00 -9.2763e-01 -1.5892e+00 +1.5851e+00 -9.2348e-01 -1.3105e+00 -4.6337e+00 +3.7196e+00 -5.2329e-01 +7.6507e-01 +8.0667e-02 +1.2920e+00 +5.6618e+00 -3.0547e+00 -2.5293e+00 -1.3434e+00 -1.2340e+00 -9.4193e-01 -3.0792e-01 +1.9518e+00
1828 +3.872073304e+04 +3.872073304e+04 +3.849205304e+04 +3.849205304e+04 +2.6650e+00 -9.5741e-01 -1.5286e+00 +1.6209e+00 -9.9490e-01 -1.3061e+00 -4.5778e+00 +3.7534e+00 -4.7106e-01 +7.1293e-01 +7.5038e-02 +1.3518e+00 +5.6280e+00 -3.0100e+00 -2.5143e+00 -1.3373e+00 -1.2021e+00 -9.6659e-01 -3.2713e-01 +1.9541e+00
1884 +3.793637688e+04 +3.793637688e+04 +3.770769688e+04 +3.770769688e+04 +2.7075e+00 -9.4434e-01 -1.4735e+00 +1.6465e+00 -9.7352e-01 -1.2821e+00 -4.5736e+00 +3.7385e+00 -4.4352e-01 +7.3537e-01 +5.6543e-02 +1.3963e+00 +5.6543e+00 -3.0481e+00 -2.4933e+00 -1.3841e+00 -1.2089e+00 -1.0110e+00 -2.5574e-01 +1.9607e+00
1926 +3.698781076e+04 +3.698781076e+04 +3.675913076e+04 +3.675913076e+04 +2.7188e+00 -9.4049e-01 -1.4878e+00 +1.6282e+00 -1.0559e+00 -1.2798e+00 -4.5740e+00 +3.7154e+00 -4.5788e-01 +6.7414e-01 -3.2027e-02 +1.3788e+00 +5.6439e+00 -3.0222e+00 -2.5197e+00 -1.2745e+00 -1.1659e+00 -1.0153e+00 -2.4232e-01 +1.9721e+00
2006 +3.614671755e+04 +3.614671755e+04 +3.591803755e+04 +3.591803755e+04 +2.7295e+00 -9.2334e-01 -1.5191e+00 +1.6515e+00 -1.0594e+00 -1.2848e+00 -4.5846e+00 +3.7014e+00 -4.0833e-01 +6.5548e-01 -2.9247e-02 +1.4079e+00 +5.6360e+00 -3.0196e+00 -2.4165e+00 -1.3357e+00 -1.1825e+00 -9.6907e-01 -2.0565e-01 +1.9921e+00
2044 +3.542393260e+04 +3.542393260e+04 +3.519525260e+04 +3.519525260e+04 +2.7003e+00 -8.9325e-01 -1.5144e+00 +1.6348e+00 -1.1383e+00 -1.2789e+00 -4.5860e+00 +3.6976e+00 -3.6404e-01 +6.8418e-01 -6.9208e-02 +1.4283e+00 +5.6274e+00 -3.0443e+00 -2.4030e+00 -1.3803e+00 -1.1947e+00 -9.5897e-01 -2.1309e-01 +1.9977e+00
2105 +3.440123295e+04 +3.440123295e+04 +3.417255295e+04 +3.417255295e+04 +2.7101e+00 -9.2041e-01 -1.5327e+00 +1.6760e+00 -1.1353e+00 -1.3146e+00 -4.6900e+00 +3.6721e+00 -2.8169e-01 +6.5198e-01 -1.3397e-01 +1.4308e+00 +5.6012e+00 -3.0397e+00 -2.4217e+00 -1.3452e+00 -1.1588e+00 -1.0205e+00 -1.7238e-01 +1.9869e+00
2130 +3.329759016e+04 +3.329759016e+04 +3.306891016e+04 +3.306891016e+04 +2.7401e+00 -8.7179e-01 -1.5474e+00 +1.7260e+00 -1.2266e+00 -1.3018e+00 -4.7032e+00 +3.7060e+00 -2.2902e-01 +6.3114e-01 -1.2745e-01 +1.5075e+00 +5.5770e+00 -3.0330e+00 -2.4151e+00 -1.3869e+00 -1.1573e+00 -1.0011e+00 -1.0592e-01 +1.9665e+00
2242 +3.293185531e+04 +3.293185531e+04 +3.270317531e+04 +3.270317531e+04 +2.7148e+00 -9.0437e-01 -1.5108e+00 +1.6933e+00 -1.2504e+00 -1.3918e+00 -4.7068e+00 +3.7076e+00 -2.1151e-01 +5.5257e-01 -1.7979e-01 +1.5122e+00 +5.6027e+00 -3.0609e+00 -2.4575e+00 -1.4335e+00 -1.1418e+00 -9.9060e-01 -1.6255e-01 +1.9784e+00
2284 +3.231439831e+04 +3.231439831e+04 +3.208571831e+04 +3.208571831e+04 +2.7440e+00 -8.6078e-01 -1.5236e+00 +1.7244e+00 -1.2218e+00 -1.3759e+00 -4.6904e+00 +3.7316e+00 -1.9716e-01 +5.6997e-01 -2.6857e-01 +1.5428e+00 +5.5824e+00 -3.0761e+00 -2.4584e+00 -1.4265e+00 -1.1538e+00 -9.8331e-01 -1.2710e-01 +1.9746e+00
2311 +3.158694795e+04 +3.158694795e+04 +3.135826795e+04 +3.135826795e+04 +2.7029e+00 -8.9083e-01 -1.5320e+00 +1.7989e+00 -1.2282e+00 -1.3443e+00 -4.6652e+00 +3.7294e+00 -1.9859e-01 +5.1380e-01 -2.8881e-01 +1.5422e+00 +5.5480e+00 -3.0526e+00 -2.4283e+00 -1.4657e+00 -1.1440e+00 -9.8295e-01 -1.1718e-01 +1.9691e+00
2361 +3.049556252e+04 +3.049556252e+04 +3.026688252e+04 +3.026688252e+04 +2.6848e+00 -8.4481e-01 -1.5109e+00 +1.8583e+00 -1.2642e+00 -1.3034e+00 -4.6334e+00 +3.7518e+00 -2.3392e-01 +4.9279e-01 -3.9193e-01 +1.5841e+00 +5.5003e+00 -3.0677e+00 -2.4005e+00 -1.5151e+00 -1.1434e+00 -9.7917e-01 -1.0273e-01 +1.9836e+00
2386 +3.014151570e+04 +3.014151570e+04 +2.991283570e+04 +2.991283570e+04 +2.6954e+00 -8.4487e-01 -1.5145e+00 +1.8359e+00 -1.3053e+00 -1.3115e+00 -4.6677e+00 +3.7470e+00 -1.9326e-01 +4.7336e-01 -3.5033e-01 +1.5768e+00 +5.5008e+00 -3.0851e+00 -2.3833e+00 -1.4719e+00 -1.1440e+00 -9.9339e-01 -1.2724e-01 +1.9834e+00
2409 +2.949677877e+04 +2.949677877e+04 +2.926809877e+04 +2.926809877e+04 +2.6890e+00 -8.5688e-01 -1.5414e+00 +1.8984e+00 -1.3235e+00 -1.2980e+00 -4.6342e+00 +3.7458e+00 -1.6129e-01 +4.0671e-01 -4.2713e-01 +1.5854e+00 +5.4859e+00 -3.0805e+00 -2.3700e+00 -1.4639e+00 -1.1514e+00 -9.9447e-01 -1.0670e-01 +1.9790e+00
2443 +2.848291071e+04 +2.848291071e+04 +2.825423071e+04 +2.825423071e+04 +2.6539e+00 -7.8993e-01 -1.5180e+00 +1.8739e+00 -1.3754e+00 -1.3197e+00 -4.6334e+00 +3.7396e+00 -1.2933e-01 +3.8876e-01 -5.0690e-01 +1.5934e+00 +5.4587e+00 -3.0773e+00 -2.3396e+00 -1.4254e+00 -1.1307e+00 -9.8581e-01 -7.7917e-02 +1.9828e+00
2488 +2.793501231e+04 +2.793501231e+04 +2.770633231e+04 +2.770633231e+04 +2.6513e+00 -7.8743e-01 -1.5176e+00 +1.9365e+00 -1.3710e+00 -1.2665e+00 -4.6126e+00 +3.7513e+00 -1.3104e-01 +3.7358e-01 -4.4251e-01 +1.6252e+00 +5.4464e+00 -3.0882e+00 -2.2965e+00 -1.4654e+00 -1.1393e+00 -9.7834e-01 -7.5593e-02 +1.9972e+00
2551 +2.752664549e+04 +2.752664549e+04 +2.729796549e+04 +2.729796549e+04 +2.6518e+00 -8.3265e-01 -1.5441e+00 +1.9981e+00 -1.4113e+00 -1.2595e+00 -4.6229e+00 +3.7352e+00 -1.3406e-01 +3.3339e-01 -3.8822e-01 +1.6691e+00 +5.3579e+00 -3.0972e+00 -2.3408e+00 -1.5796e+00 -1.1410e+00 -1.0029e+00 -6.6621e-02 +1.9798e+00
2560 +2.681739651e+04 +2.681739651e+04 +2.658871651e+04 +2.658871651e+04 +2.6477e+00 -8.0650e-01 -1.5110e+00 +2.0244e+00 -1.4386e+00 -1.2935e+00 -4.6158e+00 +3.7423e+00 -9.0527e-02 +3.6590e-01 -4.0785e-01 +1.7145e+00 +5.3345e+00 -3.1106e+00 -2.3288e+00 -1.5797e+00 -1.1498e+00 -1.0074e+00 -8.2280e-02 +1.9945e+00
2586 +2.606317365e+04 +2.606317365e+04 +2.583449365e+04 +2.583449365e+04 +2.6683e+00 -7.8786e-01 -1.4829e+00 +2.0557e+00 -1.4681e+00 -1.2727e+00 -4.6125e+00 +3.6918e+00 -1.2337e-01 +3.8635e-01 -5.2826e-01 +1.6924e+00 +5.3641e+00 -3.1358e+00 -2.2544e+00 -1.6069e+00 -1.1465e+00 -1.0285e+00 -7.4973e-02 +2.0015e+00
