% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.740687613e+01 +6.740687613e+01 +1.387568761e+02 +1.387568761e+02
10 +6.358977179e+01 +6.358977179e+01 +1.349397718e+02 +1.349397718e+02
11 +5.405940030e+01 +5.405940030e+01 +1.254094003e+02 +1.254094003e+02
22 +4.963679660e+01 +4.963679660e+01 +1.209867966e+02 +1.209867966e+02
34 +4.852978639e+01 +4.852978639e+01 +1.198797864e+02 +1.198797864e+02
39 +4.182966543e+01 +4.182966543e+01 +1.131796654e+02 +1.131796654e+02
48 +3.864397767e+01 +3.864397767e+01 +1.099939777e+02 +1.099939777e+02
74 +3.343811899e+01 +3.343811899e+01 +1.047881190e+02 +1.047881190e+02
81 +2.837717395e+01 +2.837717395e+01 +9.972717395e+01 +9.972717395e+01
229 +2.775014276e+01 +2.775014276e+01 +9.910014276e+01 +9.910014276e+01
247 +2.668392645e+01 +2.668392645e+01 +9.803392645e+01 +9.803392645e+01
251 +2.580704922e+01 +2.580704922e+01 +9.715704922e+01 +9.715704922e+01
350 +2.353836164e+01 +2.353836164e+01 +9.488836164e+01 +9.488836164e+01
357 +2.060479447e+01 +2.060479447e+01 +9.195479447e+01 +9.195479447e+01
391 +1.968803668e+01 +1.968803668e+01 +9.103803668e+01 +9.103803668e+01
401 +1.711327821e+01 +1.711327821e+01 +8.846327821e+01 +8.846327821e+01
415 +1.681784149e+01 +1.681784149e+01 +8.816784149e+01 +8.816784149e+01
690 +1.626522811e+01 +1.626522811e+01 +8.761522811e+01 +8.761522811e+01
844 +1.579105172e+01 +1.579105172e+01 +8.714105172e+01 +8.714105172e+01
858 +1.505023557e+01 +1.505023557e+01 +8.640023557e+01 +8.640023557e+01
870 +1.388385600e+01 +1.388385600e+01 +8.523385600e+01 +8.523385600e+01
872 +1.350092524e+01 +1.350092524e+01 +8.485092524e+01 +8.485092524e+01
885 +1.286832194e+01 +1.286832194e+01 +8.421832194e+01 +8.421832194e+01
887 +1.119162189e+01 +1.119162189e+01 +8.254162189e+01 +8.254162189e+01
939 +1.013975500e+01 +1.013975500e+01 +8.148975500e+01 +8.148975500e+01
1004 +8.443645386e+00 +8.443645386e+00 +7.979364539e+01 +7.979364539e+01
1155 +8.295088830e+00 +8.295088830e+00 +7.964508883e+01 +7.964508883e+01
1203 +7.648932365e+00 +7.648932365e+00 +7.899893236e+01 +7.899893236e+01
1239 +6.972682325e+00 +6.972682325e+00 +7.832268233e+01 +7.832268233e+01
1376 +6.666793224e+00 +6.666793224e+00 +7.801679322e+01 +7.801679322e+01
1401 +6.603054447e+00 +6.603054447e+00 +7.795305445e+01 +7.795305445e+01
1406 +6.282987765e+00 +6.282987765e+00 +7.763298777e+01 +7.763298777e+01
