% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
50 +5.819767838e+02 +5.819767838e+02 +6.596367838e+02 +6.596367838e+02 -1.2717e-01 +1.2289e-01 -8.7314e-02 -1.4106e-01 +2.9946e-01 -1.3226e-01 +4.2397e-02 -1.5201e-01 -3.8026e-01 -6.8156e-01 +7.0162e-01 +1.5626e-01 -2.7328e-01 +1.5434e-01 -7.2121e-01 +8.8468e-04 +2.1371e-01 -1.0056e+00 +5.3957e-01 -6.9292e-01
59 +5.407300572e+02 +5.407300572e+02 +6.183900572e+02 +6.183900572e+02 -4.6579e-02 -3.3883e-02 -1.5612e-01 -7.1076e-02 +5.5926e-01 -6.3673e-01 +1.0861e-01 -5.3830e-01 -5.9222e-01 -7.3676e-01 +9.6903e-01 +9.6954e-02 -2.8626e-01 -8.8944e-02 -2.7236e-01 +4.3970e-01 +4.8200e-01 -1.0775e+00 +8.5499e-01 -7.6516e-01
93 +4.842070298e+02 +4.842070298e+02 +5.618670298e+02 +5.618670298e+02 +3.6737e-01 -1.8031e-01 -1.7502e-01 -1.4445e-01 +8.7575e-01 -4.2642e-01 +5.1603e-01 -4.6044e-01 -6.8120e-01 -1.4399e+00 +9.4173e-01 +2.7245e-01 -3.4303e-02 +1.3587e-01 +6.1991e-02 +7.8744e-01 +6.0495e-01 -9.3965e-01 +1.1812e+00 -1.2871e+00
120 +4.668098005e+02 +4.668098005e+02 +5.444698005e+02 +5.444698005e+02 +4.2301e-01 +1.5272e-01 +4.5015e-01 +5.8581e-01 +4.3172e-01 +6.7910e-02 +5.2035e-01 -4.3873e-01 -1.0661e+00 -1.9661e+00 +3.9386e-01 +3.4018e-02 +1.0276e-01 +8.2516e-02 -1.3104e-01 +5.3939e-01 +9.5217e-01 -1.1635e+00 +4.7513e-01 -1.4032e+00
128 +4.558378816e+02 +4.558378816e+02 +5.334978816e+02 +5.334978816e+02 +4.1935e-01 +1.6918e-01 -1.4066e-01 +6.5302e-01 +3.6808e-01 +1.5757e-01 +1.0584e+00 -1.5453e-01 -7.9040e-01 -1.7300e+00 +1.3344e-01 +5.0780e-01 -1.1745e-01 +6.8041e-04 +1.3413e-01 +4.5401e-01 +1.0963e+00 -1.0674e+00 +3.6787e-01 -1.7549e+00
137 +4.438082734e+02 +4.438082734e+02 +5.214682734e+02 +5.214682734e+02 +4.7150e-01 +2.7408e-01 -2.2691e-01 +5.9518e-01 +2.8291e-01 +4.0533e-01 +7.6856e-01 -7.2625e-01 -1.1472e+00 -1.1779e+00 +6.9304e-01 +3.6491e-01 +2.6126e-01 -9.6589e-02 -1.2247e-01 +5.6424e-01 +7.1080e-01 -1.5084e+00 +9.1488e-01 -1.6439e+00
148 +3.952388133e+02 +3.952388133e+02 +4.728988133e+02 +4.728988133e+02 +2.3979e-01 -9.9352e-02 +2.6234e-01 +1.1377e-01 +4.9420e-01 +5.7787e-01 +7.7552e-01 -5.6823e-01 -9.6586e-01 -9.9845e-01 +1.6099e-01 +2.3672e-01 +3.4106e-01 -3.5941e-02 -2.7820e-01 +1.0327e+00 +3.1777e-01 -1.2511e+00 +1.3007e+00 -1.8679e+00
157 +3.876841899e+02 +3.876841899e+02 +4.653441899e+02 +4.653441899e+02 +1.8794e-01 +8.0179e-02 +8.1838e-02 +3.5942e-01 +4.4470e-01 +4.1176e-01 +1.1460e+00 -5.1662e-01 -7.1117e-01 -1.1586e+00 +8.7038e-01 -3.0174e-01 +3.2606e-01 -5.5284e-01 -3.0159e-01 +8.1415e-01 +4.6027e-01 -1.4531e+00 +1.6367e+00 -2.0122e+00
175 +3.575317366e+02 +3.575317366e+02 +4.351917366e+02 +4.351917366e+02 +8.0166e-01 +1.9653e-02 +5.7964e-02 +5.8153e-01 +1.5348e-01 +7.1698e-02 +7.9155e-01 -6.2740e-01 -5.1673e-01 -1.0042e+00 +4.9487e-01 +1.2149e-01 +5.9836e-01 -5.7804e-02 -7.3293e-01 +5.5585e-01 +5.3246e-01 -1.3333e+00 +1.2439e+00 -1.9412e+00
187 +3.506345677e+02 +3.506345677e+02 +4.282945677e+02 +4.282945677e+02 +1.4208e+00 -1.2332e-01 -1.6444e-01 +6.5185e-01 +1.7747e-01 +8.7498e-01 +7.0280e-01 -4.1407e-01 -8.2072e-01 -7.6310e-01 +4.8542e-01 +6.0742e-01 +7.2482e-01 +1.3395e-01 -1.2275e+00 +9.0423e-01 +4.0868e-01 -1.8766e+00 +9.1403e-01 -1.9915e+00
207 +3.091166154e+02 +3.091166154e+02 +3.867766154e+02 +3.867766154e+02 +1.4206e+00 +2.2929e-01 +4.6538e-01 +6.7368e-01 -1.3938e-01 +3.7735e-01 +9.4338e-01 -6.3138e-01 -5.4303e-01 -6.6379e-01 +6.0046e-01 +1.3788e-01 +8.1421e-01 -3.1527e-01 -1.2497e+00 +1.9245e-01 +4.1804e-01 -1.7901e+00 +7.7004e-01 -2.8593e+00
244 +3.035315081e+02 +3.035315081e+02 +3.811915081e+02 +3.811915081e+02 +1.6273e+00 +8.0426e-02 -1.5867e-01 +5.1347e-01 +7.6289e-02 +1.7097e-01 +1.5202e+00 -5.2047e-01 -8.8524e-01 -1.7634e+00 +8.2255e-01 +3.2228e-01 +9.2944e-01 -6.0986e-01 -1.1611e+00 +6.5004e-01 +5.0854e-01 -2.4357e+00 +6.5934e-01 -2.8764e+00
249 +2.916816365e+02 +2.916816365e+02 +3.693416365e+02 +3.693416365e+02 +2.2271e+00 +3.8924e-01 -8.1373e-03 +8.8966e-01 -9.1702e-02 +1.9476e-01 +1.6990e+00 -5.0904e-01 -5.6123e-01 -1.3796e+00 +6.4533e-01 +5.0378e-01 +7.5721e-01 -5.6922e-01 -1.1079e+00 +4.1491e-01 +4.3806e-01 -2.3220e+00 +1.2769e+00 -3.0244e+00
252 +2.546861197e+02 +2.546861197e+02 +3.323461197e+02 +3.323461197e+02 +1.6944e+00 +1.5578e-01 -2.7946e-01 +9.2739e-01 -9.6809e-02 +7.1142e-02 +1.4091e+00 -9.7349e-01 -6.3331e-01 -1.8098e+00 +7.7321e-01 +5.8676e-01 +8.1071e-01 -8.7706e-01 -1.3156e+00 +5.6733e-01 +3.7228e-01 -2.0190e+00 +1.2168e+00 -2.7587e+00
285 +2.442747099e+02 +2.442747099e+02 +3.219347099e+02 +3.219347099e+02 +2.5981e+00 -5.7160e-01 -1.4735e-01 +1.0284e+00 +3.2740e-01 +7.8402e-01 +8.0071e-01 -5.6847e-01 -3.5290e-01 -2.1178e+00 +1.2178e+00 +2.2383e-01 +2.1239e-01 -1.5110e+00 -1.7393e+00 +6.9532e-01 +5.6945e-01 -1.8893e+00 +8.3629e-01 -3.0669e+00
294 +2.057548197e+02 +2.057548197e+02 +2.834148197e+02 +2.834148197e+02 +2.4344e+00 -2.2583e-01 +9.4868e-02 +7.8303e-01 +4.1134e-01 +3.0373e-01 +1.2082e+00 -6.0975e-01 -5.3048e-02 -2.0582e+00 +1.3143e+00 +1.2140e-01 +1.8552e-01 -1.5127e+00 -1.9665e+00 +1.1079e+00 +5.1812e-01 -1.8728e+00 +1.2397e+00 -3.5310e+00
318 +1.974197339e+02 +1.974197339e+02 +2.750797339e+02 +2.750797339e+02 +2.0167e+00 -1.7346e-01 -5.1640e-01 +7.7795e-01 +1.1394e-01 +1.0817e-01 +1.1009e+00 -3.5572e-01 -1.0160e-01 -2.1757e+00 +7.3267e-01 +6.2459e-01 +6.9296e-01 -1.6435e+00 -1.9141e+00 +1.3771e+00 -2.6730e-01 -2.0659e+00 +2.0425e+00 -2.6588e+00
501 +1.839174345e+02 +1.839174345e+02 +2.615774345e+02 +2.615774345e+02 +6.7285e-01 +9.8380e-03 -3.0673e-01 +1.0062e+00 +4.5214e-01 +1.2187e+00 +1.8732e+00 -3.5898e-01 -9.9637e-01 -3.1813e+00 +2.2339e+00 +9.7011e-01 -9.9253e-02 -1.4568e+00 -3.2305e+00 +9.6783e-01 -6.8571e-01 -3.0661e+00 +1.2925e+00 -4.1099e+00
814 +1.690377577e+02 +1.690377577e+02 +2.466977577e+02 +2.466977577e+02 +4.2939e-01 +1.4544e-01 -4.6662e-01 +7.2936e-01 +4.3583e-01 +1.2485e+00 +1.9898e+00 -6.8896e-01 -1.0495e+00 -2.3520e+00 +1.8272e+00 +2.3463e-01 -1.6341e-01 -1.6393e+00 -3.7540e+00 +1.7754e+00 -1.4401e+00 -2.3523e+00 +1.7526e+00 -3.5564e+00
928 +1.633092708e+02 +1.633092708e+02 +2.409692708e+02 +2.409692708e+02 +4.4416e-01 +3.7244e-02 -3.2398e-01 +6.9408e-01 +5.2005e-02 +1.1739e+00 +1.7290e+00 -5.1694e-01 -9.4296e-01 -1.7753e+00 +1.9300e+00 +1.7366e-01 -1.8685e-01 -1.6274e+00 -3.6856e+00 +1.3788e+00 -1.3273e+00 -2.3695e+00 +2.1943e+00 -3.3462e+00
935 +1.575709867e+02 +1.575709867e+02 +2.352309867e+02 +2.352309867e+02 +5.0502e-01 -1.1612e-01 -3.1373e-01 +6.6110e-01 +1.1346e-01 +1.1788e+00 +1.8269e+00 -5.5565e-01 -9.7783e-01 -2.0207e+00 +1.9292e+00 +5.3232e-02 -2.0093e-01 -1.6595e+00 -3.7850e+00 +1.2665e+00 -1.3004e+00 -2.3433e+00 +2.4520e+00 -3.4857e+00
987 +1.494512208e+02 +1.494512208e+02 +2.271112208e+02 +2.271112208e+02 +4.2845e-01 +7.5157e-02 -2.3229e-01 +7.9011e-01 +3.3053e-01 +1.0120e+00 +1.6821e+00 -6.8251e-01 -1.0239e+00 -1.8345e+00 +1.9053e+00 +4.0662e-02 -1.4522e-01 -1.6938e+00 -3.6738e+00 +1.3760e+00 -1.3557e+00 -2.3081e+00 +2.4494e+00 -3.2274e+00
988 +1.322258444e+02 +1.322258444e+02 +2.098858444e+02 +2.098858444e+02 +3.2251e-01 +1.5963e-01 -2.5480e-01 +7.2838e-01 +4.0383e-01 +9.2025e-01 +1.7444e+00 -6.2191e-01 -1.0113e+00 -2.0623e+00 +1.8585e+00 +1.1463e-01 -3.5014e-02 -1.7197e+00 -3.6573e+00 +1.4664e+00 -1.3737e+00 -2.3061e+00 +2.4309e+00 -3.1173e+00
1091 +1.306177946e+02 +1.306177946e+02 +2.082777946e+02 +2.082777946e+02 +4.3873e-01 +1.6198e-01 -2.4410e-01 +7.1346e-01 +3.0647e-01 +8.1663e-01 +1.5704e+00 -6.0829e-01 -1.0588e+00 -1.8620e+00 +1.8821e+00 +1.0506e-01 -1.7789e-01 -1.5477e+00 -3.6820e+00 +1.3322e+00 -1.3590e+00 -2.3255e+00 +2.4373e+00 -3.1282e+00
1103 +1.239057752e+02 +1.239057752e+02 +2.015657752e+02 +2.015657752e+02 +4.8727e-01 +1.7694e-01 -2.3599e-01 +6.9882e-01 +3.2159e-01 +8.0364e-01 +1.4636e+00 -5.6789e-01 -1.0437e+00 -1.7637e+00 +1.8630e+00 +7.1496e-02 -2.2650e-01 -1.5785e+00 -3.6791e+00 +1.2737e+00 -1.3994e+00 -2.2747e+00 +2.4330e+00 -3.0830e+00
1107 +1.186670741e+02 +1.186670741e+02 +1.963270741e+02 +1.963270741e+02 +4.7013e-01 +1.6098e-01 -2.4947e-01 +7.9520e-01 +3.6207e-01 +7.8418e-01 +1.4775e+00 -5.8906e-01 -1.0460e+00 -1.8050e+00 +1.9036e+00 +5.8448e-02 -2.3101e-01 -1.5380e+00 -3.6785e+00 +1.2650e+00 -1.4051e+00 -2.3234e+00 +2.4644e+00 -3.1427e+00
1195 +1.164071679e+02 +1.164071679e+02 +1.940671679e+02 +1.940671679e+02 +4.8365e-01 +1.9839e-01 -2.7955e-01 +7.6466e-01 +3.8584e-01 +7.9915e-01 +1.5313e+00 -6.0036e-01 -1.0002e+00 -1.8601e+00 +1.9129e+00 +7.0768e-02 -2.4904e-01 -1.5770e+00 -3.6869e+00 +1.3540e+00 -1.3708e+00 -2.3199e+00 +2.4268e+00 -3.0709e+00
1203 +1.147301539e+02 +1.147301539e+02 +1.923901539e+02 +1.923901539e+02 +4.5233e-01 +2.0602e-01 -2.8758e-01 +7.7915e-01 +3.2315e-01 +8.0993e-01 +1.5067e+00 -5.9889e-01 -9.6962e-01 -1.7647e+00 +1.9339e+00 +6.8601e-02 -2.2598e-01 -1.5846e+00 -3.7082e+00 +1.3403e+00 -1.3868e+00 -2.3388e+00 +2.3949e+00 -3.0427e+00
1211 +1.083173805e+02 +1.083173805e+02 +1.859773805e+02 +1.859773805e+02 +4.7519e-01 +1.9335e-01 -2.9113e-01 +7.6432e-01 +3.5612e-01 +7.8424e-01 +1.4932e+00 -6.0368e-01 -9.7676e-01 -1.7798e+00 +1.8990e+00 +6.8164e-02 -2.3305e-01 -1.5833e+00 -3.6793e+00 +1.3144e+00 -1.4028e+00 -2.3670e+00 +2.4127e+00 -3.0510e+00
1243 +9.961694772e+01 +9.961694772e+01 +1.772769477e+02 +1.772769477e+02 +4.1709e-01 +1.9536e-01 -2.7571e-01 +7.5907e-01 +3.6082e-01 +7.8044e-01 +1.4419e+00 -6.1468e-01 -9.8746e-01 -1.7667e+00 +1.9256e+00 +9.1938e-02 -2.0607e-01 -1.6016e+00 -3.7318e+00 +1.3536e+00 -1.3879e+00 -2.3382e+00 +2.4248e+00 -3.0486e+00
1259 +9.657778524e+01 +9.657778524e+01 +1.742377852e+02 +1.742377852e+02 +4.5819e-01 +1.4085e-01 -2.8278e-01 +7.3707e-01 +3.7446e-01 +7.9253e-01 +1.4436e+00 -6.0209e-01 -9.9402e-01 -1.7803e+00 +1.9416e+00 +9.2931e-02 -2.1454e-01 -1.5831e+00 -3.7353e+00 +1.3381e+00 -1.4066e+00 -2.3253e+00 +2.4708e+00 -3.0584e+00
1281 +9.161569289e+01 +9.161569289e+01 +1.692756929e+02 +1.692756929e+02 +3.8808e-01 +1.4464e-01 -2.9935e-01 +7.4660e-01 +3.9290e-01 +8.6833e-01 +1.4568e+00 -5.9620e-01 -9.8094e-01 -1.7915e+00 +1.9024e+00 +1.0548e-01 -2.3559e-01 -1.5806e+00 -3.7277e+00 +1.3316e+00 -1.3969e+00 -2.3662e+00 +2.4671e+00 -3.0633e+00
1319 +8.922816101e+01 +8.922816101e+01 +1.668881610e+02 +1.668881610e+02 +4.0206e-01 +1.3845e-01 -3.2015e-01 +7.6147e-01 +3.9977e-01 +8.0467e-01 +1.4474e+00 -5.8539e-01 -9.9853e-01 -1.7833e+00 +1.9171e+00 +1.4904e-01 -2.4580e-01 -1.6142e+00 -3.7344e+00 +1.3444e+00 -1.4068e+00 -2.3135e+00 +2.4645e+00 -3.0864e+00
1326 +8.581060603e+01 +8.581060603e+01 +1.634706060e+02 +1.634706060e+02 +3.9698e-01 +1.1614e-01 -3.0618e-01 +7.4341e-01 +4.0948e-01 +8.2279e-01 +1.4128e+00 -5.8711e-01 -1.0030e+00 -1.7889e+00 +1.9182e+00 +1.4193e-01 -2.4375e-01 -1.6084e+00 -3.7272e+00 +1.3428e+00 -1.4108e+00 -2.3268e+00 +2.4516e+00 -3.0691e+00
1341 +8.492804946e+01 +8.492804946e+01 +1.625880495e+02 +1.625880495e+02 +4.0215e-01 +1.4042e-01 -3.2705e-01 +7.4797e-01 +4.2830e-01 +8.4180e-01 +1.4074e+00 -5.9882e-01 -9.7427e-01 -1.8092e+00 +1.9165e+00 +1.1915e-01 -2.2978e-01 -1.5722e+00 -3.7218e+00 +1.3597e+00 -1.4024e+00 -2.3253e+00 +2.4273e+00 -3.0596e+00
1350 +8.251675192e+01 +8.251675192e+01 +1.601767519e+02 +1.601767519e+02 +4.2549e-01 +1.2375e-01 -3.2809e-01 +7.3353e-01 +4.3876e-01 +8.2659e-01 +1.3936e+00 -6.0544e-01 -9.8888e-01 -1.7899e+00 +1.9064e+00 +1.3182e-01 -2.3956e-01 -1.5874e+00 -3.7185e+00 +1.3627e+00 -1.4073e+00 -2.3233e+00 +2.4371e+00 -3.0824e+00
1414 +8.121576917e+01 +8.121576917e+01 +1.588757692e+02 +1.588757692e+02 +4.6515e-01 +1.1811e-01 -3.3993e-01 +7.3415e-01 +4.3223e-01 +8.2911e-01 +1.3984e+00 -5.9269e-01 -9.9145e-01 -1.8063e+00 +1.8919e+00 +1.2562e-01 -1.9862e-01 -1.5971e+00 -3.7168e+00 +1.3722e+00 -1.3988e+00 -2.3453e+00 +2.4581e+00 -3.0736e+00
1469 +7.938848185e+01 +7.938848185e+01 +1.570484819e+02 +1.570484819e+02 +4.7527e-01 +1.1257e-01 -3.4123e-01 +7.6366e-01 +4.4001e-01 +8.3256e-01 +1.3747e+00 -5.8272e-01 -9.7567e-01 -1.8136e+00 +1.9000e+00 +1.3319e-01 -1.8134e-01 -1.6038e+00 -3.7103e+00 +1.3638e+00 -1.3902e+00 -2.3330e+00 +2.4371e+00 -3.0794e+00
2424 +7.762451325e+01 +7.762451325e+01 +1.552845132e+02 +1.552845132e+02 +4.4082e-01 +1.0912e-01 -3.3911e-01 +7.4917e-01 +4.4746e-01 +9.3581e-01 +1.3093e+00 -5.9572e-01 -9.8844e-01 -1.8019e+00 +1.8952e+00 +1.4937e-01 -1.8190e-01 -1.6018e+00 -3.7127e+00 +1.3536e+00 -1.3863e+00 -2.3315e+00 +2.4401e+00 -3.0915e+00
% function evaluation | noise-free fitness - Fopt (1.156800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.797623408e+02 +7.797623408e+02 +8.954423408e+02 +8.954423408e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
7 +7.662618497e+02 +7.662618497e+02 +8.819418497e+02 +8.819418497e+02 -2.6596e-01 +2.6831e-02 -1.4704e-01 -4.3003e-01 -2.5615e-02 +4.7219e-02 -2.9295e-01 +8.6887e-02 +8.1102e-02 -1.4660e-01 -1.1444e-01 +1.2467e-01 -1.7377e-01 -6.9490e-02 -3.0525e-01 +1.9578e-01 +2.3369e-01 +4.4592e-02 -2.9407e-01 -7.1917e-02
11 +7.461179736e+02 +7.461179736e+02 +8.617979736e+02 +8.617979736e+02 -2.0169e-01 -4.5572e-02 -3.5431e-01 +5.5708e-02 -8.3970e-02 -3.4366e-01 -3.5984e-01 +1.2039e-01 -4.5365e-01 +5.8677e-02 -9.6465e-02 +4.6297e-01 +1.9325e-01 +2.6297e-01 -1.2540e-01 -1.6345e-01 -1.5105e-01 +2.5850e-01 -1.9204e-01 -3.2698e-01
25 +7.337195406e+02 +7.337195406e+02 +8.493995406e+02 +8.493995406e+02 -4.6297e-01 -2.1786e-01 -2.3608e-01 -3.3533e-01 -2.5623e-01 -3.8063e-01 -3.3077e-01 +3.1463e-01 -3.4214e-01 -1.8709e-01 -4.6288e-02 +2.2219e-01 -1.7248e-01 +1.4985e-01 -4.5682e-02 -3.9023e-01 +1.2764e-01 -1.1153e-01 -2.6858e-01 -3.0690e-01
28 +7.113626451e+02 +7.113626451e+02 +8.270426451e+02 +8.270426451e+02 -4.8244e-01 -3.8187e-04 +9.2810e-02 -2.6777e-01 -3.7762e-01 -4.3553e-01 -4.4009e-01 +3.2257e-01 -3.3139e-01 -8.4217e-02 +9.3706e-02 +8.5782e-02 -1.6365e-01 -5.5897e-02 -8.2047e-02 -4.5320e-01 +2.8942e-02 +3.7068e-01 -2.7996e-01 -3.8729e-01
33 +7.044925740e+02 +7.044925740e+02 +8.201725740e+02 +8.201725740e+02 -4.7412e-01 -2.9147e-03 -2.1234e-01 -3.0796e-01 +3.0492e-01 +7.6294e-02 -4.0167e-01 +3.8373e-01 -7.3528e-01 -4.5424e-01 +2.5841e-01 +1.6806e-01 -2.4923e-01 +5.2177e-02 -1.0266e-01 -5.7941e-02 +7.0900e-02 +3.0103e-01 -3.7143e-01 -5.9453e-01
35 +6.698229098e+02 +6.698229098e+02 +7.855029098e+02 +7.855029098e+02 -3.2545e-01 +1.3725e-01 +1.6860e-01 -1.3300e-01 -1.1837e-01 -9.1463e-04 -2.5919e-01 +3.2532e-01 -4.4346e-01 +7.0149e-02 -1.5424e-01 -4.2161e-01 +6.2975e-02 +2.8596e-01 -3.0244e-01 -4.1485e-01 +4.0389e-01 +4.8845e-01 -3.1718e-01 -5.4064e-01
50 +6.286329610e+02 +6.286329610e+02 +7.443129610e+02 +7.443129610e+02 -3.6253e-01 -1.6865e-01 +1.1275e-01 -2.4936e-01 -5.0234e-01 -3.2649e-01 +8.6369e-02 +7.2058e-01 -7.1081e-01 +5.5082e-02 +3.7877e-02 -2.7710e-01 +7.8335e-03 -5.7665e-02 -3.9609e-01 -8.6207e-01 -4.1311e-01 +6.3023e-01 +7.6616e-02 -1.0797e+00
92 +5.609032243e+02 +5.609032243e+02 +6.765832243e+02 +6.765832243e+02 -8.7530e-02 -1.2150e-01 -6.0373e-01 -5.7705e-01 -1.3539e-01 -5.0919e-01 +9.4392e-02 +1.3758e+00 -7.4065e-01 -1.5392e-01 +2.5387e-01 -4.2699e-01 -7.7040e-01 +4.3344e-01 -9.2167e-01 -1.2502e+00 -2.6353e-01 +9.8074e-01 +1.7590e-02 -5.1901e-01
131 +5.466057561e+02 +5.466057561e+02 +6.622857561e+02 +6.622857561e+02 -1.5149e-01 -5.2128e-01 -6.9032e-02 -4.7229e-01 -3.1942e-01 -4.7691e-01 -7.2675e-01 +1.5458e+00 -1.0326e+00 -2.7274e-01 +4.0088e-01 -8.3370e-02 -1.3480e+00 -1.8724e-01 -5.9952e-01 -1.1434e+00 -1.6659e-01 +1.4445e+00 +8.3323e-01 -3.1588e-01
141 +5.228367510e+02 +5.228367510e+02 +6.385167510e+02 +6.385167510e+02 -1.6796e-01 -1.2646e-01 -1.6408e-01 -1.0660e+00 -1.3159e-01 -7.6700e-01 -7.4551e-01 +1.4883e+00 -9.0508e-01 +1.6300e-01 +7.7751e-02 -3.1007e-01 -1.1058e+00 -2.8572e-01 -9.2179e-01 -1.0691e+00 +3.5132e-02 +1.6853e+00 +5.3027e-01 -3.6431e-01
152 +5.083019286e+02 +5.083019286e+02 +6.239819286e+02 +6.239819286e+02 -8.7206e-02 -2.8573e-01 -5.1408e-01 -8.0439e-01 -1.7989e-01 -6.7484e-01 -7.1363e-01 +1.2846e+00 -1.2208e+00 +4.5839e-01 +7.0685e-01 -2.4337e-01 -1.2987e+00 -3.8926e-01 -9.5929e-01 -1.1352e+00 +4.5564e-02 +1.8002e+00 +6.4484e-01 -1.4947e-01
158 +4.751994701e+02 +4.751994701e+02 +5.908794701e+02 +5.908794701e+02 -2.1200e-01 -8.9895e-03 -2.8291e-02 -8.6596e-01 -3.9478e-01 -5.8735e-01 -2.9691e-01 +1.0139e+00 -1.3502e+00 +8.9303e-02 +5.7965e-01 -2.2636e-01 -1.7725e+00 -8.0609e-02 -4.7071e-01 -9.5968e-01 -8.5042e-02 +2.1953e+00 +7.2490e-01 -2.5357e-02
163 +4.604669803e+02 +4.604669803e+02 +5.761469803e+02 +5.761469803e+02 -8.0054e-02 -3.9647e-01 +3.7112e-01 -5.6676e-01 -1.3074e-01 -6.1631e-01 -5.2990e-01 +9.1213e-01 -1.2990e+00 +1.4589e-01 +1.1315e+00 -5.5393e-01 -1.4146e+00 -5.7373e-02 -4.0453e-01 -7.4213e-01 +1.1950e-01 +1.6269e+00 +1.1020e+00 -2.9097e-01
168 +4.524937027e+02 +4.524937027e+02 +5.681737027e+02 +5.681737027e+02 -3.5958e-01 -1.6469e-01 +1.0205e-01 -6.1667e-01 -4.2712e-01 -6.7389e-01 -7.5384e-01 +1.0836e+00 -1.3679e+00 +2.0722e-02 +5.0347e-01 -7.3552e-01 -1.6165e+00 -4.8028e-02 -7.8565e-01 -1.4422e+00 -2.9242e-01 +2.2550e+00 +1.0260e+00 +3.9920e-02
174 +4.111989622e+02 +4.111989622e+02 +5.268789622e+02 +5.268789622e+02 -5.0874e-01 -5.9451e-01 +5.1374e-01 -3.2090e-01 -2.2376e-01 -6.5807e-01 -7.4319e-01 +1.1123e+00 -1.3285e+00 -1.1495e-01 +8.4037e-01 -8.2895e-01 -1.3381e+00 -3.0800e-01 -6.0450e-01 -8.6065e-01 -3.9152e-02 +2.5239e+00 +9.7070e-01 -2.7485e-01
187 +4.061653309e+02 +4.061653309e+02 +5.218453309e+02 +5.218453309e+02 -1.7892e-01 -2.2187e-02 +1.2513e-02 -2.6706e-01 +2.0491e-01 -2.5145e-01 -6.5361e-01 +9.4218e-01 -1.1564e+00 -3.4267e-01 +1.0852e+00 -1.3709e+00 -1.9442e+00 +2.4078e-01 -1.0363e+00 -6.8816e-01 -4.3659e-01 +1.8633e+00 +1.7422e+00 -5.5392e-01
203 +3.814740666e+02 +3.814740666e+02 +4.971540666e+02 +4.971540666e+02 -2.9425e-01 +1.8477e-01 +2.1659e-01 +3.1310e-01 -5.7350e-02 -5.0382e-01 -1.3922e+00 +4.2656e-01 -1.2552e+00 -1.8858e-01 +1.0980e+00 -1.1645e+00 -1.6240e+00 -1.3229e-01 -3.8201e-01 -6.8258e-01 -1.8415e-01 +2.0785e+00 +1.4935e+00 -1.6023e+00
215 +3.597064927e+02 +3.597064927e+02 +4.753864927e+02 +4.753864927e+02 -1.3807e-01 +8.8939e-02 +4.1193e-01 +1.7954e-01 +7.3186e-02 -8.1448e-01 -1.3577e+00 +4.9004e-01 -2.0975e+00 -2.3222e-01 +4.7767e-01 -1.4329e+00 -1.9063e+00 -2.9968e-01 -2.9570e-01 -1.1843e+00 -3.7104e-01 +1.7705e+00 +1.4679e+00 -1.3625e+00
270 +3.508060166e+02 +3.508060166e+02 +4.664860166e+02 +4.664860166e+02 -7.6662e-01 -2.4654e-01 -5.1641e-01 +1.0660e+00 -6.3011e-01 -9.5801e-01 -2.0233e+00 -4.0408e-01 -1.2921e+00 +7.0536e-02 +1.8294e+00 -1.5983e+00 -2.0693e+00 -1.1033e+00 -4.4433e-01 -3.3909e-01 -2.9043e-01 +2.2796e+00 +1.8276e+00 -1.6189e+00
284 +3.347230365e+02 +3.347230365e+02 +4.504030365e+02 +4.504030365e+02 -7.5466e-01 +1.3904e-01 -5.4612e-01 +2.1440e-01 -7.3356e-01 -1.2487e+00 -2.7588e+00 -3.4738e-01 -1.9047e+00 -9.7121e-02 +1.8063e+00 -1.6893e+00 -2.5102e+00 -1.0502e+00 -1.4375e+00 -6.9490e-01 -4.4932e-01 +2.4400e+00 +2.2763e+00 -1.3722e+00
296 +3.119228450e+02 +3.119228450e+02 +4.276028450e+02 +4.276028450e+02 -6.5608e-01 -1.8490e-02 -7.9650e-01 +3.9882e-01 -5.2888e-01 -1.7940e+00 -2.7246e+00 -1.9621e-01 -1.2881e+00 -4.8022e-01 +1.6998e+00 -2.3633e+00 -2.6100e+00 -1.5926e+00 -1.1838e+00 -1.0344e+00 -7.2483e-01 +2.4945e+00 +2.1509e+00 -1.3270e+00
299 +3.080317070e+02 +3.080317070e+02 +4.237117070e+02 +4.237117070e+02 -1.0680e-01 +1.9002e-02 -3.1763e-01 +2.5504e-01 -7.7874e-01 -1.6896e+00 -2.7511e+00 -2.7317e-01 -1.9695e+00 -5.8850e-01 +1.0548e+00 -1.4794e+00 -3.2347e+00 -9.8411e-01 -2.0284e+00 -5.7611e-01 -9.1632e-01 +2.3199e+00 +1.8502e+00 -8.7787e-01
